frame,time,entity_id,selected_candidate_id,u,v,radius_px,selection_source,vlm_label,vlm_confidence,hard_track_distance_px,hard_validation,candidate_count,unique_entity_count
16,0.625000,target_sphere,candidate_a,699.787,382.792,12.964,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
17,0.666667,target_sphere,candidate_a,716.361,360.331,14.615,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
18,0.708333,target_sphere,candidate_a,737.828,324.999,13.303,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
19,0.750000,target_sphere,candidate_a,756.164,296.247,11.645,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
20,0.791667,target_sphere,candidate_a,771.054,275.023,10.540,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
21,0.833333,target_sphere,candidate_a,783.663,259.200,10.295,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
22,0.875000,target_sphere,candidate_a,795.265,250.095,9.657,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
23,0.916667,target_sphere,candidate_a,804.682,245.915,9.202,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
24,0.958333,target_sphere,candidate_a,813.146,246.413,8.759,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
25,1.000000,target_sphere,candidate_a,807.678,243.445,10.218,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
26,1.041667,target_sphere,candidate_a,797.995,233.734,10.093,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
27,1.083333,target_sphere,candidate_a,786.234,226.587,9.491,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
28,1.125000,target_sphere,candidate_a,775.972,224.313,9.288,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
29,1.166667,target_sphere,candidate_a,764.653,224.414,13.171,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
30,1.208333,target_sphere,candidate_a,756.660,237.030,11.480,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
31,1.250000,target_sphere,candidate_a,750.156,244.680,10.540,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
32,1.291667,target_sphere,candidate_a,743.256,259.758,13.351,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
33,1.333333,target_sphere,candidate_a,732.545,298.297,15.717,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
34,1.375000,target_sphere,candidate_a,723.894,347.566,11.326,vlm_identity_gate,candidate_a,0.730,0.000,accepted_by_vlm_and_persistent_identity,2,1
35,1.416667,target_sphere,candidate_a,715.747,366.246,12.412,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
36,1.458333,target_sphere,candidate_a,706.198,418.060,13.889,vlm_proposal_hard_rejected,candidate_b,0.730,0.000,vlm_copy_rejected_by_persistent_identity_continuity,2,1
37,1.500000,target_sphere,candidate_a,696.492,477.058,13.351,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
38,1.541667,target_sphere,candidate_a,694.998,509.887,15.012,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
39,1.583333,target_sphere,candidate_a,697.655,453.289,12.903,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
40,1.625000,target_sphere,candidate_a,698.486,417.028,13.231,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
41,1.666667,target_sphere,candidate_a,698.656,385.672,12.716,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
42,1.708333,target_sphere,candidate_a,699.040,360.624,12.666,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
43,1.750000,target_sphere,candidate_a,698.265,341.306,12.527,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
44,1.791667,target_sphere,candidate_a,697.001,329.995,12.616,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
45,1.833333,target_sphere,candidate_a,695.781,324.408,12.964,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
46,1.875000,target_sphere,candidate_a,694.351,324.506,13.159,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
47,1.916667,target_sphere,candidate_a,699.464,321.721,11.326,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
48,1.958333,target_sphere,candidate_a,724.120,305.845,10.720,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
49,2.000000,target_sphere,candidate_a,745.672,286.075,12.915,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
50,2.041667,target_sphere,candidate_a,766.581,271.439,11.199,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
51,2.083333,target_sphere,candidate_a,784.514,260.796,10.233,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
52,2.125000,target_sphere,candidate_a,798.159,255.724,9.690,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
53,2.166667,target_sphere,candidate_a,808.138,252.810,10.077,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
54,2.208333,target_sphere,candidate_a,801.802,243.208,11.631,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
55,2.250000,target_sphere,candidate_a,789.163,231.206,9.271,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
56,2.291667,target_sphere,candidate_a,776.412,225.625,9.474,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
57,2.333333,target_sphere,candidate_a,763.545,224.350,9.253,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
58,2.375000,target_sphere,candidate_a,750.362,228.689,9.167,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
59,2.416667,target_sphere,candidate_a,736.957,237.439,9.253,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
60,2.458333,target_sphere,candidate_a,722.800,252.021,9.541,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
61,2.500000,target_sphere,candidate_a,709.079,271.332,9.591,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
62,2.541667,target_sphere,candidate_a,697.373,294.323,9.950,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
63,2.583333,target_sphere,candidate_a,685.164,323.679,10.093,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
64,2.625000,target_sphere,candidate_a,674.253,355.814,10.140,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
65,2.666667,target_sphere,candidate_a,662.739,390.581,10.418,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
66,2.708333,target_sphere,candidate_a,654.426,394.460,9.288,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
67,2.750000,target_sphere,candidate_a,647.820,368.885,9.474,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
68,2.791667,target_sphere,candidate_a,642.077,347.743,9.772,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
69,2.833333,target_sphere,candidate_a,636.271,331.743,9.918,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
70,2.875000,target_sphere,candidate_a,628.249,321.172,9.772,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
71,2.916667,target_sphere,candidate_a,619.593,315.942,10.570,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
72,2.958333,target_sphere,candidate_a,610.523,315.892,10.896,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
73,3.000000,target_sphere,candidate_a,600.543,320.225,11.686,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
74,3.041667,target_sphere,candidate_a,592.504,327.659,7.442,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
75,3.083333,target_sphere,candidate_a,591.561,325.495,7.181,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
76,3.125000,target_sphere,candidate_a,599.896,307.946,13.025,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
77,3.166667,target_sphere,candidate_a,616.052,290.145,12.386,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
78,3.208333,target_sphere,candidate_a,629.743,280.804,12.754,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
79,3.250000,target_sphere,candidate_a,643.313,278.641,12.866,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
80,3.291667,target_sphere,candidate_a,656.816,283.043,13.098,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
81,3.333333,target_sphere,candidate_a,669.453,294.546,13.482,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
82,3.375000,target_sphere,candidate_a,682.501,313.926,13.900,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
83,3.416667,target_sphere,candidate_a,695.045,340.704,14.071,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
84,3.458333,target_sphere,candidate_a,708.806,371.991,14.701,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
85,3.500000,target_sphere,candidate_a,732.868,346.884,15.737,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
86,3.541667,target_sphere,candidate_a,760.482,307.523,13.529,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
87,3.583333,target_sphere,candidate_a,783.943,277.729,11.631,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
88,3.625000,target_sphere,candidate_a,802.366,256.273,10.418,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
89,3.666667,target_sphere,candidate_a,817.207,242.546,10.764,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
90,3.708333,target_sphere,candidate_a,810.068,233.292,11.027,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
91,3.750000,target_sphere,candidate_a,801.741,227.807,9.591,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
92,3.791667,target_sphere,candidate_a,794.038,227.447,9.045,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
93,3.833333,target_sphere,candidate_a,787.405,231.001,9.184,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
94,3.875000,target_sphere,candidate_a,782.385,239.950,9.458,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
95,3.916667,target_sphere,candidate_a,776.659,253.006,9.641,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
96,3.958333,target_sphere,candidate_a,771.629,270.983,9.390,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
97,4.000000,target_sphere,candidate_a,766.929,292.577,10.249,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
98,4.041667,target_sphere,candidate_a,762.515,318.936,9.918,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
99,4.083333,target_sphere,candidate_a,757.967,311.097,9.575,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
100,4.125000,target_sphere,candidate_a,753.038,299.121,9.474,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
101,4.166667,target_sphere,candidate_a,747.450,291.113,9.202,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
102,4.208333,target_sphere,candidate_a,743.407,289.044,9.723,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
103,4.250000,target_sphere,candidate_a,738.258,291.598,10.265,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
104,4.291667,target_sphere,candidate_a,733.657,300.997,10.720,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
105,4.333333,target_sphere,candidate_a,728.731,317.088,11.241,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
106,4.375000,target_sphere,candidate_a,724.519,341.758,12.192,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
107,4.416667,target_sphere,candidate_a,718.878,375.892,13.552,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
108,4.458333,target_sphere,candidate_a,714.724,418.562,14.373,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
109,4.500000,target_sphere,candidate_a,708.710,470.948,15.584,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
110,4.541667,target_sphere,candidate_a,705.639,512.417,14.842,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
111,4.583333,target_sphere,candidate_a,705.349,468.232,14.472,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
112,4.625000,target_sphere,candidate_a,704.932,426.104,13.969,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
113,4.666667,target_sphere,candidate_a,702.763,393.085,14.014,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
114,4.708333,target_sphere,candidate_a,702.916,365.350,13.704,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
115,4.750000,target_sphere,candidate_a,701.291,345.965,13.529,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
116,4.791667,target_sphere,candidate_a,703.062,331.265,11.410,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
117,4.833333,target_sphere,candidate_a,715.247,319.990,11.326,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
118,4.875000,target_sphere,candidate_a,719.009,300.700,8.387,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
119,4.916667,target_sphere,candidate_a,726.389,276.567,11.645,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
120,4.958333,target_sphere,candidate_a,737.460,259.887,10.660,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
121,5.000000,target_sphere,candidate_a,748.492,249.614,10.295,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
122,5.041667,target_sphere,candidate_a,757.374,245.558,9.525,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
123,5.083333,target_sphere,candidate_a,766.115,245.556,9.132,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
124,5.125000,target_sphere,candidate_a,773.690,250.199,8.903,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
125,5.166667,target_sphere,candidate_a,766.934,250.645,10.357,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
126,5.208333,target_sphere,candidate_a,750.064,243.604,8.740,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
127,5.250000,target_sphere,candidate_a,732.535,242.208,9.202,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
128,5.291667,target_sphere,candidate_a,715.419,245.218,9.009,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
129,5.333333,target_sphere,candidate_a,697.838,252.299,9.424,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
130,5.375000,target_sphere,candidate_a,680.629,263.975,8.831,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
131,5.416667,target_sphere,candidate_a,664.311,280.397,9.288,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
132,5.458333,target_sphere,candidate_a,646.965,301.661,9.339,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
133,5.500000,target_sphere,candidate_a,633.487,325.476,9.853,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
134,5.541667,target_sphere,candidate_a,616.500,355.752,11.298,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
135,5.583333,target_sphere,candidate_a,612.017,352.877,10.585,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
136,5.625000,target_sphere,candidate_a,622.555,317.626,10.045,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
137,5.666667,target_sphere,candidate_a,630.980,288.106,9.707,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
138,5.708333,target_sphere,candidate_a,639.802,265.203,13.291,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
139,5.750000,target_sphere,candidate_a,646.288,245.130,7.919,vlm_identity_gate,candidate_a,0.980,0.000,accepted_by_vlm_and_persistent_identity,2,1
140,5.791667,target_sphere,candidate_a,653.511,229.824,5.323,vlm_proposal_hard_rejected,candidate_b,0.980,0.000,vlm_copy_rejected_by_persistent_identity_continuity,2,1
141,5.833333,target_sphere,candidate_a,660.778,221.402,11.326,vlm_identity_gate,candidate_a,0.980,0.000,accepted_by_vlm_and_persistent_identity,2,1
142,5.875000,target_sphere,candidate_a,668.819,218.193,11.326,vlm_proposal_hard_rejected,candidate_b,0.980,0.000,vlm_copy_rejected_by_persistent_identity_continuity,3,1
143,5.916667,target_sphere,candidate_a,677.338,221.114,9.837,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
144,5.958333,target_sphere,candidate_a,685.939,229.568,8.867,vlm_identity_gate,candidate_a,0.980,0.000,accepted_by_vlm_and_persistent_identity,2,1
145,6.000000,target_sphere,candidate_a,693.655,244.692,7.269,vlm_identity_gate,candidate_a,0.980,0.000,accepted_by_vlm_and_persistent_identity,2,1
146,6.041667,target_sphere,candidate_a,702.572,266.830,10.720,vlm_identity_gate,candidate_a,0.980,0.000,accepted_by_vlm_and_persistent_identity,2,1
147,6.083333,target_sphere,candidate_a,709.952,297.378,11.480,vlm_identity_gate,candidate_a,0.980,0.000,accepted_by_vlm_and_persistent_identity,2,1
148,6.125000,target_sphere,candidate_a,718.340,337.325,16.166,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
149,6.166667,target_sphere,candidate_a,725.806,340.148,12.101,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
150,6.208333,target_sphere,candidate_a,732.257,338.953,10.418,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
151,6.250000,target_sphere,candidate_a,747.296,310.768,11.480,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
152,6.291667,target_sphere,candidate_a,771.613,280.381,13.587,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
153,6.333333,target_sphere,candidate_a,789.734,254.281,12.463,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
154,6.375000,target_sphere,candidate_a,806.720,234.771,11.672,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
155,6.416667,target_sphere,candidate_a,819.960,221.481,10.510,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
156,6.458333,target_sphere,candidate_a,832.468,213.360,9.657,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
157,6.500000,target_sphere,candidate_a,844.314,208.698,9.491,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
158,6.541667,target_sphere,candidate_a,851.015,205.764,10.940,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
159,6.583333,target_sphere,candidate_a,842.527,193.344,11.915,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
160,6.625000,target_sphere,candidate_a,832.643,184.365,9.236,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
161,6.666667,target_sphere,candidate_a,823.495,180.150,9.624,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
162,6.708333,target_sphere,candidate_a,814.764,178.989,9.608,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
163,6.750000,target_sphere,candidate_a,805.637,182.367,9.657,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
164,6.791667,target_sphere,candidate_a,797.289,189.483,9.690,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
165,6.833333,target_sphere,candidate_a,788.356,199.496,9.739,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
166,6.875000,target_sphere,candidate_a,779.612,214.053,10.218,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
167,6.916667,target_sphere,candidate_a,772.631,232.163,10.093,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
168,6.958333,target_sphere,candidate_a,763.732,254.247,10.749,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
169,7.000000,target_sphere,candidate_a,755.902,280.914,10.838,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
170,7.041667,target_sphere,candidate_a,747.016,312.074,11.354,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
171,7.083333,target_sphere,candidate_a,740.133,347.336,11.726,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
172,7.125000,target_sphere,candidate_a,734.158,387.420,12.335,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
173,7.166667,target_sphere,candidate_a,725.526,432.089,12.890,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
174,7.208333,target_sphere,candidate_a,717.846,486.521,13.980,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
175,7.250000,target_sphere,candidate_a,710.958,545.093,12.628,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
176,7.291667,target_sphere,candidate_a,701.925,610.764,15.848,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
177,7.333333,target_sphere,candidate_a,697.130,663.583,16.352,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
178,7.375000,target_sphere,candidate_a,698.649,609.692,15.285,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
179,7.416667,target_sphere,candidate_a,700.999,562.147,13.946,persistent_identity_fallback,,0.000,0.000,no_valid_vlm_candidate_use_persistent_identity,1,1
