frame,time,source,initializer_heading_rad,tx,ty,tz,qw,qx,qy,qz,generic_solve_attempt_id
78,3.208333,generic_sequence_executor,-1.544761028560727,-0.434590461,0.836263444,4.446212915,0.395208959,0.336198648,0.678774743,-0.519658730,generic-solve-712364a40185
79,3.25,generic_sequence_executor,-1.544761028560727,-0.430555715,0.834759841,4.454569383,0.388978787,0.327807819,0.686463926,-0.519619876,generic-solve-712364a40185
80,3.291667,generic_sequence_executor,-1.5794747595396197,-0.424505102,0.834704802,4.457311880,0.382887182,0.323159880,0.689589743,-0.522906382,generic-solve-712364a40185
81,3.333333,generic_sequence_executor,-1.5794747595396197,-0.401054369,0.836967241,4.454301373,0.394193562,0.345605520,0.671023827,-0.524304572,generic-solve-712364a40185
82,3.375,generic_sequence_executor,-1.544761028560727,-0.352556665,0.841425618,4.445474759,0.449318397,0.427489016,0.604391921,-0.500076519,generic-solve-712364a40185
83,3.416667,generic_sequence_executor,-0.052070596468339225,-0.348850676,0.844709459,4.415942706,0.584914266,0.572027937,0.442136787,-0.367660716,generic-solve-712364a40185
84,3.458333,generic_sequence_executor,-0.01735686548944626,-0.363957283,0.844389748,4.404236248,0.645023144,0.621970143,0.348025174,-0.275638829,generic-solve-712364a40185
85,3.5,generic_sequence_executor,-0.01735686548944626,-0.340680566,0.845535830,4.420987645,0.635282270,0.636457660,0.336833699,-0.279071932,generic-solve-712364a40185
86,3.541667,generic_sequence_executor,-0.01735686548944626,-0.278107500,0.847108944,4.450667919,0.548741836,0.600904658,0.422654200,-0.398947886,generic-solve-712364a40185
87,3.583333,generic_sequence_executor,-0.01735686548944626,-0.276268091,0.846442581,4.457815266,0.408610050,0.453330920,0.580238657,-0.539306967,generic-solve-712364a40185
88,3.625,generic_sequence_executor,-0.01735686548944626,-0.343451463,0.841940168,4.464010021,0.339116391,0.329221404,0.671911374,-0.570217894,generic-solve-712364a40185
89,3.666667,generic_sequence_executor,-0.01735686548944626,-0.376058337,0.836230667,4.475861295,0.310461148,0.275058479,0.713458915,-0.564741609,generic-solve-712364a40185
90,3.708333,generic_sequence_executor,-0.01735686548944626,-0.389126986,0.833782065,4.481539274,0.298063635,0.256065582,0.729231771,-0.560187032,generic-solve-712364a40185
91,3.75,generic_sequence_executor,-0.01735686548944626,-0.390104363,0.833469018,4.483242186,0.294504455,0.253539137,0.730953206,-0.560974547,generic-solve-712364a40185
92,3.791667,generic_sequence_executor,-0.01735686548944626,-0.384056718,0.835998026,4.480615294,0.301085326,0.269778949,0.716772541,-0.568158489,generic-solve-712364a40185
93,3.833333,generic_sequence_executor,-0.01735686548944626,-0.357412964,0.839911949,4.478737390,0.334874741,0.325762297,0.677716182,-0.567836782,generic-solve-712364a40185
94,3.875,generic_sequence_executor,-0.01735686548944626,-0.294810658,0.843944326,4.472145632,0.408149975,0.451445132,0.588205148,-0.532565108,generic-solve-712364a40185
95,3.916667,generic_sequence_executor,-0.01735686548944626,-0.339463908,0.844415975,4.441716120,0.577143889,0.587911776,0.431281772,-0.367778069,generic-solve-712364a40185
96,3.958333,generic_sequence_executor,-0.052070596468339225,-0.410342264,0.840150052,4.387670035,0.666682864,0.600415021,0.356656763,-0.260445223,generic-solve-712364a40185
97,4.0,generic_sequence_executor,-1.405906104645156,-0.437237452,0.839935133,4.347907508,0.684371730,0.588073535,0.354677524,-0.244966746,generic-solve-712364a40185
98,4.041667,generic_sequence_executor,-1.544761028560727,-0.436322596,0.840326704,4.358748542,0.636434573,0.557341316,0.430950010,-0.314012388,generic-solve-712364a40185
99,4.083333,generic_sequence_executor,-1.544761028560727,-0.429169468,0.837641770,4.405175448,0.420458163,0.370941712,0.661815305,-0.497611979,generic-solve-712364a40185
100,4.125,generic_sequence_executor,-1.544761028560727,-0.429887637,0.831997097,4.428898989,0.326333145,0.272901103,0.738637215,-0.522921343,generic-solve-712364a40185
101,4.166667,generic_sequence_executor,-1.544761028560727,-0.430256078,0.827253651,4.435240223,0.299311444,0.235405210,0.767934262,-0.515047586,generic-solve-712364a40185
102,4.208333,generic_sequence_executor,-1.544761028560727,-0.419835037,0.831777508,4.418116766,0.308694473,0.251315721,0.751186013,-0.526562156,generic-solve-712364a40185
103,4.25,generic_sequence_executor,-1.4753335666029415,-0.394810446,0.841529438,4.374143321,0.393493587,0.354735071,0.672970171,-0.516175334,generic-solve-712364a40185
104,4.291667,generic_sequence_executor,-0.01735686548944626,-0.382185207,0.848265634,4.288705223,0.650165204,0.588953852,0.382616720,-0.289867233,generic-solve-712364a40185
105,4.333333,generic_sequence_executor,-0.01735686548944626,-0.380913735,0.843613320,4.217833803,0.755669874,0.598989869,0.223383763,-0.142386353,generic-solve-712364a40185
106,4.375,generic_sequence_executor,-0.01735686548944626,-0.381208938,0.830047374,4.193458438,0.825588571,0.527424088,0.180277397,-0.087905642,generic-solve-712364a40185
107,4.416667,generic_sequence_executor,-0.01735686548944626,-0.378650443,0.817545131,4.210501871,0.863759266,0.464026615,0.182701916,-0.072244312,generic-solve-712364a40185
108,4.458333,generic_sequence_executor,-0.01735686548944626,-0.372724372,0.814213338,4.221709867,0.869439893,0.447521749,0.195824458,-0.073833179,generic-solve-712364a40185
109,4.5,generic_sequence_executor,-0.052070596468339225,-0.349637597,0.816448325,4.210277587,0.862191104,0.454662414,0.208651621,-0.079831639,generic-solve-712364a40185
110,4.541667,generic_sequence_executor,-0.052070596468339225,-0.321623884,0.817962692,4.197219164,0.861382466,0.458632175,0.202968032,-0.080503128,generic-solve-712364a40185
111,4.583333,generic_sequence_executor,-0.052070596468339225,-0.312071730,0.818462436,4.194218346,0.859322510,0.460263807,0.207401492,-0.081894280,generic-solve-712364a40185
112,4.625,generic_sequence_executor,-0.052070596468339225,-0.293655992,0.819564945,4.187489363,0.855372229,0.463679465,0.214798553,-0.084860387,generic-solve-712364a40185
113,4.666667,generic_sequence_executor,-0.08678432744723175,-0.265446806,0.822028611,4.169864354,0.852780709,0.470484056,0.210260974,-0.084853628,generic-solve-712364a40185
114,4.708333,generic_sequence_executor,-0.08678432744723175,-0.230626047,0.823917257,4.159686044,0.849927213,0.479039525,0.202754319,-0.083878194,generic-solve-712364a40185
115,4.75,generic_sequence_executor,-0.08678432744723175,-0.200996638,0.826132635,4.153058696,0.845179016,0.489110730,0.198188554,-0.084642903,generic-solve-712364a40185
116,4.791667,generic_sequence_executor,-0.08678432744723175,-0.159774802,0.827440711,4.157649780,0.838080002,0.499503932,0.200340895,-0.089337894,generic-solve-712364a40185
117,4.833333,generic_sequence_executor,-0.12149805842612427,-0.135082583,0.828673698,4.157298514,0.832598260,0.505239984,0.206963908,-0.093159199,generic-solve-712364a40185
118,4.875,generic_sequence_executor,-0.12149805842612427,-0.103634407,0.830101592,4.150747034,0.829369897,0.510905009,0.205497624,-0.094299377,generic-solve-712364a40185
119,4.916667,generic_sequence_executor,-0.12149805842612427,-0.070818208,0.832566334,4.140333553,0.824526376,0.520675759,0.200248458,-0.094623277,generic-solve-712364a40185
120,4.958333,generic_sequence_executor,-0.12149805842612427,-0.038633970,0.835554056,4.149702746,0.810573709,0.539149143,0.204002493,-0.103302693,generic-solve-712364a40185
121,5.0,generic_sequence_executor,-0.15621178940501723,-0.003412556,0.839483215,4.193748988,0.778891063,0.573516472,0.220240909,-0.126101196,generic-solve-712364a40185
122,5.041667,generic_sequence_executor,-0.15621178940501723,0.048335126,0.846952635,4.256705126,0.726228188,0.626604229,0.235052344,-0.157194640,generic-solve-712364a40185
123,5.083333,generic_sequence_executor,1.301764911708478,0.122084506,0.850582604,4.330101527,0.662984138,0.690864594,0.230831843,-0.172843298,generic-solve-712364a40185
124,5.125,generic_sequence_executor,1.4059061046451564,0.170996853,0.850686486,4.376127551,0.648130241,0.716594082,0.193890011,-0.169784496,generic-solve-712364a40185
125,5.166667,generic_sequence_executor,1.4059061046451564,0.208577635,0.849341126,4.398955225,0.655468244,0.726364545,0.154645214,-0.137261745,generic-solve-712364a40185
126,5.208333,generic_sequence_executor,1.4059061046451564,0.246522451,0.847626588,4.422503510,0.671974409,0.733164216,0.082793238,-0.063764454,generic-solve-712364a40185
127,5.25,generic_sequence_executor,1.4059061046451564,0.293218824,0.845345239,4.440829183,0.673128011,0.733633659,-0.077179902,0.052188101,generic-solve-712364a40185
128,5.291667,generic_sequence_executor,1.4059061046451564,0.328636359,0.846514766,4.424549382,0.639211156,0.707942925,-0.228123614,0.195411182,generic-solve-712364a40185
129,5.333333,generic_sequence_executor,1.5100472975818349,0.298076829,0.847405666,4.387926696,0.543705281,0.643946083,-0.382590486,0.378606035,generic-solve-712364a40185
130,5.375,generic_sequence_executor,1.5100472975818349,0.326820569,0.846896271,4.390807127,0.338180733,0.402097265,-0.629190516,0.572774717,generic-solve-712364a40185
131,5.416667,generic_sequence_executor,1.5100472975818349,0.379870275,0.843284374,4.415912617,0.252227432,0.254004213,-0.721900483,0.592218604,generic-solve-712364a40185
132,5.458333,generic_sequence_executor,1.5447610285607274,0.405725376,0.836874293,4.446551556,0.235608953,0.221590963,-0.748380106,0.579062245,generic-solve-712364a40185
133,5.5,generic_sequence_executor,1.5447610285607274,0.433023774,0.831870384,4.491734289,0.254372347,0.231491748,-0.747728045,0.567986840,generic-solve-712364a40185
134,5.541667,generic_sequence_executor,1.5447610285607274,0.446189547,0.829382831,4.528716989,0.279378128,0.252863558,-0.736502651,0.561757713,generic-solve-712364a40185
135,5.583333,generic_sequence_executor,1.5447610285607274,0.453332898,0.828587719,4.557642376,0.299193801,0.273131534,-0.722843390,0.559803240,generic-solve-712364a40185
136,5.625,generic_sequence_executor,1.5447610285607274,0.458405734,0.826009843,4.601164945,0.318715545,0.289566211,-0.709349428,0.558027956,generic-solve-712364a40185
137,5.666667,generic_sequence_executor,1.5447610285607274,0.461546811,0.824736847,4.623623155,0.338525810,0.308075549,-0.697864649,0.550885345,generic-solve-712364a40185
138,5.708333,generic_sequence_executor,1.5447610285607274,0.459852452,0.824186081,4.632451957,0.358079697,0.328434377,-0.684604563,0.543347388,generic-solve-712364a40185
139,5.75,generic_sequence_executor,1.5447610285607274,0.450270289,0.826836596,4.617490740,0.372609514,0.352711122,-0.669980658,0.536547232,generic-solve-712364a40185
140,5.791667,generic_sequence_executor,1.5447610285607274,0.440772579,0.826138637,4.642612262,0.391217190,0.376004141,-0.648046086,0.534421432,generic-solve-712364a40185
141,5.833333,generic_sequence_executor,1.5447610285607274,0.431287255,0.827276443,4.632163881,0.413219998,0.399560183,-0.631836820,0.519983775,generic-solve-712364a40185
142,5.875,generic_sequence_executor,1.5447610285607274,0.417031165,0.828797626,4.625505743,0.429407206,0.421988659,-0.613650127,0.510850805,generic-solve-712364a40185
143,5.916667,generic_sequence_executor,1.5447610285607274,0.405363858,0.828446584,4.638945236,0.441264087,0.437417912,-0.599253590,0.504823446,generic-solve-712364a40185
144,5.958333,generic_sequence_executor,1.5100472975818349,0.404043321,0.826753650,4.653707756,0.465062708,0.456241719,-0.580451456,0.488504123,generic-solve-712364a40185
145,6.0,generic_sequence_executor,1.5100472975818349,0.408770094,0.825945303,4.642631834,0.536209502,0.514116138,-0.518790912,0.423107500,generic-solve-712364a40185
146,6.041667,generic_sequence_executor,1.4753335666029415,0.394590670,0.825556816,4.653019350,0.592700673,0.573142458,-0.438634134,0.357510465,generic-solve-712364a40185
147,6.083333,generic_sequence_executor,1.440619835624049,0.383262726,0.823473145,4.681760557,0.606819175,0.587614495,-0.415059720,0.337942484,generic-solve-712364a40185
148,6.125,generic_sequence_executor,1.440619835624049,0.372322982,0.821714695,4.717082612,0.605798345,0.592521730,-0.409636418,0.337822987,generic-solve-712364a40185
149,6.166667,generic_sequence_executor,1.440619835624049,0.345447244,0.824030342,4.749260088,0.602127353,0.635877959,-0.357781812,0.324182119,generic-solve-712364a40185
150,6.208333,generic_sequence_executor,1.440619835624049,0.344126313,0.823413828,4.725924226,0.649605057,0.658567683,-0.286119643,0.249874824,generic-solve-712364a40185
151,6.25,generic_sequence_executor,1.440619835624049,0.373490986,0.813157340,4.643647348,0.767959301,0.604575036,-0.172412134,0.122480998,generic-solve-712364a40185
152,6.291667,generic_sequence_executor,1.440619835624049,0.349970616,0.780197756,4.652320941,0.895208115,0.439533180,-0.068428685,0.027028299,generic-solve-712364a40185
153,6.333333,generic_sequence_executor,1.440619835624049,0.235078724,0.767117570,4.687299997,0.929523845,0.368674827,-0.006778129,0.004283760,generic-solve-712364a40185
154,6.375,generic_sequence_executor,1.440619835624049,0.193192484,0.763674623,4.714390842,0.932928337,0.358662895,0.030325968,-0.009272647,generic-solve-712364a40185
155,6.416667,generic_sequence_executor,1.440619835624049,0.161085251,0.761386672,4.737643972,0.933828917,0.353846134,0.050106534,-0.015678103,generic-solve-712364a40185
156,6.458333,generic_sequence_executor,1.440619835624049,0.144243260,0.761320818,4.742449837,0.934384621,0.355383645,0.023930716,-0.007427344,generic-solve-712364a40185
157,6.5,generic_sequence_executor,1.440619835624049,0.110619448,0.759644591,4.765394408,0.935437389,0.351542816,-0.036499894,0.006503746,generic-solve-712364a40185
158,6.541667,generic_sequence_executor,1.440619835624049,0.108085511,0.754770632,4.816162793,0.937627823,0.344204756,-0.047272974,0.011933898,generic-solve-712364a40185
159,6.583333,generic_sequence_executor,1.440619835624049,0.095762709,0.751173720,4.846337779,0.943159301,0.329009258,-0.045279848,0.012376426,generic-solve-712364a40185
160,6.625,generic_sequence_executor,1.440619835624049,0.080835624,0.748462288,4.869710565,0.948373429,0.313615785,-0.045782892,0.011700636,generic-solve-712364a40185
161,6.666667,generic_sequence_executor,1.57947475953962,0.010398575,0.742708125,4.919760106,0.953700901,0.297493702,-0.041296382,0.015706618,generic-solve-712364a40185
162,6.708333,generic_sequence_executor,1.5447610285607274,-0.008434296,0.743626657,4.922667925,0.945797397,0.316330869,-0.070608795,0.020407425,generic-solve-712364a40185
163,6.75,generic_sequence_executor,1.5100472975818349,-0.037387041,0.746297076,4.903863887,0.942984186,0.327012607,-0.059805947,0.016334862,generic-solve-712364a40185
164,6.791667,generic_sequence_executor,1.5100472975818349,-0.124118617,0.747692185,4.899821616,0.940932768,0.338539897,0.005923304,-0.001085570,generic-solve-712364a40185
165,6.833333,generic_sequence_executor,1.5100472975818349,-0.149365501,0.747669457,4.904911510,0.940487509,0.339812797,-0.000935648,-0.003103597,generic-solve-712364a40185
166,6.875,generic_sequence_executor,1.5100472975818349,-0.164336108,0.747120231,4.912257578,0.940149367,0.340476550,-0.013947887,-0.000585814,generic-solve-712364a40185
167,6.916667,generic_sequence_executor,1.5100472975818349,-0.178170933,0.747250016,4.913780043,0.939575274,0.341009349,-0.026703511,0.014065958,generic-solve-712364a40185
168,6.958333,generic_sequence_executor,1.5100472975818349,-0.176026895,0.746814434,4.916661909,0.939622796,0.338510531,-0.045773775,0.020600551,generic-solve-712364a40185
169,7.0,generic_sequence_executor,1.5100472975818349,-0.164658172,0.748056288,4.894991062,0.937532486,0.340148848,-0.071308578,0.015706256,generic-solve-712364a40185
170,7.041667,generic_sequence_executor,1.5100472975818349,-0.144492452,0.759113748,4.797131687,0.925277864,0.368066176,-0.088667288,0.022940731,generic-solve-712364a40185
