frame,time,m17_phase_rad,m17_phase_deg,m14_phase_rad,m14_phase_deg,is_error_frame,phase_correction_rad,phase_correction_deg,vlm_visibility,handle_z_sin_m14,handle_z_sin_m17,mug_yaw_deg,m43_phase_rad,m43_phase_deg,m43_source
53,2.166667,2.754196151,157.803815,-2.974076,-170.4020,0,-0.039615,-2.2698,visible,0.160101,0.199070,-18.8107,2.754196151,157.803815,smooth_entry_physical_phase_no_hide
54,2.208333,2.773627841,158.917169,-2.740415,-157.0142,0,-0.117557,-6.7355,visible,-0.063067,0.054421,-19.3699,2.773627841,158.917169,smooth_entry_physical_phase_no_hide
55,2.250000,2.792526803,160.000000,-2.681851,-153.6587,0,-0.080518,-4.6134,visible,-0.115739,-0.035473,-19.6950,2.792526803,160.000000,smooth_entry_physical_phase_no_hide
56,2.291667,2.814679059,161.269231,-2.689553,-154.1000,0,-0.038498,-2.2058,visible,-0.113157,-0.074832,-19.4026,2.814679059,161.269231,smooth_entry_physical_phase_no_hide
57,2.333333,2.827433388,162.000000,-2.719606,-155.8219,0,-0.019032,-1.0904,visible,-0.083935,-0.064956,-19.3633,2.827433388,162.000000,smooth_entry_physical_phase_no_hide
58,2.375000,2.808040841,160.888889,-2.756770,-157.9513,0,-0.029387,-1.6838,visible,-0.050183,-0.020816,-19.1722,2.808040841,160.888889,smooth_entry_physical_phase_no_hide
59,2.416667,2.765377237,158.444444,-2.792495,-159.9982,0,-0.091622,-5.2496,visible,-0.026694,0.064880,-18.4722,2.765377237,158.444444,smooth_entry_physical_phase_no_hide
60,2.458333,2.722713633,156.000000,-2.825941,-161.9145,0,-0.216538,-12.4067,visible,0.006340,0.221038,-18.4488,2.722713633,156.000000,smooth_entry_physical_phase_no_hide
61,2.500000,2.687807048,154.000000,2.807551,160.8608,0,0.251636,14.4177,visible,0.094849,-0.156004,13.6965,2.687807048,154.000000,smooth_entry_physical_phase_no_hide
62,2.541667,2.652900463,152.000000,2.817030,161.4039,0,0.105077,6.0205,hidden,0.089526,-0.015431,13.4597,2.652900463,152.000000,smooth_entry_physical_phase_no_hide
63,2.583333,2.616833950,149.933541,2.828629,162.0685,0,0.028801,1.6502,visible,0.075220,0.046473,13.6176,2.616833950,149.933541,smooth_entry_physical_phase_no_hide
64,2.625000,2.580767437,147.867082,2.841321,162.7957,0,-0.001635,-0.0937,hidden,0.084601,0.086230,12.3512,2.580767437,147.867082,smooth_entry_physical_phase_no_hide
65,2.666667,2.548180708,146.000000,2.851470,163.3772,0,-0.016741,-0.9592,visible,0.149684,0.166215,8.0142,2.548180708,146.000000,smooth_entry_physical_phase_no_hide
66,2.708333,2.518855583,144.319794,2.851557,163.3822,0,-0.025405,-1.4556,hidden,0.235466,0.260078,2.9988,2.518855583,144.319794,smooth_entry_physical_phase_no_hide
67,2.750000,2.490326669,142.685208,2.834697,162.4162,0,-0.022953,-1.3151,hidden,0.360862,0.382172,-3.5693,2.490326669,142.685208,smooth_entry_physical_phase_no_hide
68,2.791667,2.462702929,141.102484,2.801413,160.5091,0,-0.007340,-0.4205,hidden,0.414642,0.421309,-5.0059,2.462702929,141.102484,smooth_entry_physical_phase_no_hide
69,2.833333,2.436093328,139.577866,2.755339,157.8693,0,0.019967,1.1441,hidden,0.479526,0.461910,-6.5238,2.436093328,139.577866,smooth_entry_physical_phase_no_hide
70,2.875000,2.410606829,138.117597,2.702147,154.8216,0,0.054162,3.1033,hidden,0.486151,0.438130,-3.9095,2.410606829,138.117597,smooth_entry_physical_phase_no_hide
71,2.916667,2.386352397,136.727921,2.649403,151.7996,0,0.087877,5.0350,hidden,0.476639,0.397646,-0.2657,2.386352397,136.727921,smooth_entry_physical_phase_no_hide
72,2.958333,2.363438995,135.415080,2.604862,149.2476,0,0.113386,6.4966,hidden,0.503868,0.402902,0.4961,2.363438995,135.415080,smooth_entry_physical_phase_no_hide
73,3.000000,2.341975588,134.185317,2.571928,147.3606,0,0.127289,7.2931,hidden,0.528589,0.416551,0.7292,2.341975588,134.185317,smooth_entry_physical_phase_no_hide
74,3.041667,2.322071139,133.044876,2.550770,146.1484,0,0.129415,7.4149,hidden,0.572433,0.461827,-1.0684,2.322071139,133.044876,smooth_entry_physical_phase_no_hide
75,3.083333,2.303834613,132.000000,2.538817,145.4635,0,0.122337,7.0094,hidden,0.618012,0.517455,-3.6346,2.303834613,132.000000,smooth_entry_physical_phase_no_hide
76,3.125000,2.288669551,131.131106,2.532214,145.0852,0,0.109908,6.2972,hidden,0.638238,0.549946,-4.7457,2.288669551,131.131106,smooth_entry_physical_phase_no_hide
77,3.166667,2.277016900,130.463458,2.527385,144.8085,0,0.095705,5.4835,hidden,0.641005,0.564727,-4.6754,2.277016900,130.463458,smooth_entry_physical_phase_no_hide
78,3.208333,2.267541728,129.920571,2.522727,144.5416,0,0.081332,4.6600,hidden,0.645170,0.580965,-4.7200,2.267541728,129.920571,smooth_entry_physical_phase_no_hide
79,3.250000,2.258909102,129.425958,2.515445,144.1244,0,0.069582,3.9868,hidden,0.668577,0.615256,-6.0817,2.258909102,129.425958,smooth_entry_physical_phase_no_hide
80,3.291667,2.249784091,128.903133,2.500605,143.2741,0,0.065391,3.7466,hidden,0.706704,0.658962,-8.2415,2.249784091,128.903133,smooth_entry_physical_phase_no_hide
81,3.333333,2.238831764,128.275611,2.471964,141.6331,0,0.075000,4.2972,hidden,0.735935,0.683134,-9.0193,2.238831764,128.275611,smooth_entry_physical_phase_no_hide
82,3.375000,2.224717188,127.466905,2.425955,138.9970,0,0.101977,5.8428,hidden,0.750671,0.679514,-7.6455,2.224717188,127.466905,smooth_entry_physical_phase_no_hide
83,3.416667,2.206105432,126.400530,2.366080,135.5664,0,0.142821,8.1830,hidden,0.724107,0.618567,-1.9610,2.206105432,126.400530,smooth_entry_physical_phase_no_hide
84,3.458333,2.181661565,125.000000,2.303856,132.0012,0,0.186021,10.6582,hidden,0.639325,0.486081,8.2573,2.181661565,125.000000,smooth_entry_physical_phase_no_hide
85,3.500000,2.109260493,120.851724,2.254285,129.1610,0,0.216655,12.4134,hidden,0.540461,0.346962,18.1239,2.109260493,120.851724,smooth_entry_physical_phase_no_hide
86,3.541667,2.007128640,115.000000,2.239738,128.3276,0,0.212909,12.1988,hidden,0.413102,0.211342,27.2726,2.007128640,115.000000,smooth_entry_physical_phase_no_hide
87,3.583333,1.918279112,109.909297,2.268762,129.9905,0,0.168630,9.6618,hidden,0.297485,0.133032,32.7029,1.918279112,109.909297,smooth_entry_physical_phase_no_hide
88,3.625000,1.829429584,104.818594,2.325648,133.2498,0,0.105642,6.0529,hidden,0.203605,0.099232,35.0024,1.829429584,104.818594,smooth_entry_physical_phase_no_hide
89,3.666667,1.745329252,100.000000,2.394711,137.2068,0,0.048090,2.7554,visible,0.061542,0.013490,39.2649,1.745329252,100.000000,smooth_entry_physical_phase_no_hide
90,3.708333,1.661192204,95.179302,2.461169,141.0146,0,0.014739,0.8445,visible,-0.052778,-0.067490,42.0107,1.661192204,95.179302,smooth_entry_physical_phase_no_hide
91,3.750000,1.573251318,90.140661,2.522484,144.5277,0,0.003474,0.1991,visible,-0.154663,-0.158095,44.3696,1.573251318,90.140661,smooth_entry_physical_phase_no_hide
92,3.791667,1.487783972,85.243742,2.582331,147.9567,0,0.002563,0.1468,visible,-0.246416,-0.248899,46.3089,1.487783972,85.243742,smooth_entry_physical_phase_no_hide
93,3.833333,1.411067542,80.848215,2.644430,151.5147,0,0.003212,0.1840,visible,-0.333450,-0.336477,47.9636,1.411067542,80.848215,smooth_entry_physical_phase_no_hide
94,3.875000,1.349379405,77.313745,2.710499,155.3002,0,0.000675,0.0387,visible,-0.421316,-0.421928,49.6175,1.349379405,77.313745,smooth_entry_physical_phase_no_hide
95,3.916667,1.308996939,75.000000,2.779857,159.2741,0,-0.012105,-0.6935,visible,-0.500561,-0.490045,50.7630,1.308996939,75.000000,smooth_entry_physical_phase_no_hide
96,3.958333,1.282233437,73.466564,2.851405,163.3735,0,-0.053651,-3.0740,visible,-0.578649,-0.534080,51.9821,1.282233437,73.466564,smooth_entry_physical_phase_no_hide
97,4.000000,1.258380381,72.099885,2.921822,167.4081,0,-0.148166,-8.4893,visible,-0.644976,-0.525095,52.7558,1.258380381,72.099885,smooth_entry_physical_phase_no_hide
98,4.041667,1.239182429,70.999923,2.986868,171.1350,1,-0.305573,-17.5081,hidden,-0.700081,-0.452830,53.2985,1.239182429,70.999923,smooth_entry_physical_phase_no_hide
99,4.083333,1.226384241,70.266641,3.045288,174.4821,1,-0.511152,-29.2869,hidden,-0.746902,-0.326161,53.8406,1.226384241,70.266641,smooth_entry_physical_phase_no_hide
100,4.125000,1.221730476,70.000000,3.099508,177.5887,1,-0.740677,-42.4377,hidden,-0.789640,-0.168733,54.5631,1.221730476,70.000000,smooth_entry_physical_phase_no_hide
101,4.166667,1.258033325,72.080000,-2.231744,-127.8695,1,4.406005,252.4455,hidden,-0.800619,0.812747,1.0588,1.258033325,72.080000,smooth_entry_physical_phase_no_hide
102,4.208333,1.344601656,77.040000,-2.132639,-122.1912,1,4.120375,236.0801,hidden,-0.856155,0.906546,1.0788,1.344601656,77.040000,smooth_entry_physical_phase_no_hide
103,4.250000,1.447925147,82.960000,-2.027684,-116.1778,1,3.828630,219.3644,hidden,-0.905716,0.969084,1.0976,1.447925147,82.960000,smooth_entry_physical_phase_no_hide
104,4.291667,1.534493478,87.920000,-1.910264,-109.4501,1,3.524397,201.9331,hidden,-0.949221,0.998031,1.1127,1.534493478,87.920000,smooth_entry_physical_phase_no_hide
105,4.333333,1.570796327,90.000000,-1.774500,-101.6714,1,3.201821,183.4508,hidden,-0.983091,0.992331,1.1201,1.570796327,90.000000,smooth_entry_physical_phase_no_hide
106,4.375000,1.542563059,88.382353,-1.621793,-92.9219,1,2.862301,163.9978,hidden,-0.999506,0.952111,1.1207,1.542563059,88.382353,smooth_entry_physical_phase_no_hide
107,4.416667,1.483529864,85.000000,-1.461768,-83.7531,1,2.515463,144.1254,hidden,-0.991719,0.878853,1.1320,1.483529864,85.000000,smooth_entry_physical_phase_no_hide
108,4.458333,1.387607424,79.504049,-1.302151,-74.6078,1,2.169034,124.2765,hidden,-0.958573,0.775234,1.1575,1.387607424,79.504049,smooth_entry_physical_phase_no_hide
109,4.500000,1.265434376,72.504049,-1.147651,-65.7556,1,1.827721,104.7207,hidden,-0.903058,0.644894,1.1926,1.265434376,72.504049,smooth_entry_physical_phase_no_hide
110,4.541667,1.143261328,65.504049,-1.000627,-57.3317,1,1.493906,85.5945,hidden,-0.830003,0.492355,1.2327,1.143261328,65.504049,smooth_entry_physical_phase_no_hide
111,4.583333,1.040188644,59.598419,-0.863024,-49.4477,1,1.169764,67.0226,hidden,-0.745190,0.323045,1.2723,1.040188644,59.598419,smooth_entry_physical_phase_no_hide
112,4.625000,0.959931089,55.000000,-0.736199,-42.1811,1,0.858251,49.1742,hidden,-0.654243,0.144561,1.3188,0.959931089,55.000000,smooth_entry_physical_phase_no_hide
113,4.666667,0.895536318,51.310451,-0.621739,-35.6230,1,0.567806,32.5329,hidden,-0.562917,-0.030100,1.3653,0.895536318,51.310451,smooth_entry_physical_phase_no_hide
114,4.708333,0.839527514,48.101383,-0.522066,-29.9122,1,0.318217,18.2325,hidden,-0.477210,-0.178301,1.4088,0.839527514,48.101383,smooth_entry_physical_phase_no_hide
115,4.750000,0.785398163,45.000000,-0.440807,-25.2564,0,0.136524,7.8222,visible,-0.403624,-0.275347,1.4515,0.785398163,45.000000,smooth_entry_physical_phase_no_hide
116,4.791667,0.730378633,41.847613,-0.380889,-21.8233,0,0.034753,1.9912,visible,-0.347379,-0.314588,1.4962,0.730378633,41.847613,smooth_entry_physical_phase_no_hide
117,4.833333,0.676297750,38.749007,-0.341861,-19.5872,0,-0.004897,-0.2806,visible,-0.309796,-0.314448,1.5403,0.676297750,38.749007,smooth_entry_physical_phase_no_hide
118,4.875000,0.623546693,35.726594,-0.321265,-18.4071,0,-0.012244,-0.7016,visible,-0.289452,-0.301150,1.5820,0.623546693,35.726594,smooth_entry_physical_phase_no_hide
119,4.916667,0.572516641,32.802787,-0.315101,-18.0540,0,-0.007213,-0.4133,visible,-0.282883,-0.289795,1.6216,0.572516641,32.802787,smooth_entry_physical_phase_no_hide
120,4.958333,0.523598776,30.000000,-0.316647,-18.1425,0,0.001931,0.1106,visible,-0.283741,-0.281889,1.6590,0.523598776,30.000000,smooth_entry_physical_phase_no_hide
121,5.000000,0.474886913,27.209016,-0.317459,-18.1891,0,0.011804,0.6763,visible,-0.283921,-0.272583,1.6947,0.474886913,27.209016,smooth_entry_physical_phase_no_hide
122,5.041667,0.425544891,24.381926,-0.302741,-17.3458,0,0.012345,0.7073,visible,-0.269163,-0.257253,1.7313,0.425544891,24.381926,smooth_entry_physical_phase_no_hide
123,5.083333,0.377568919,21.633106,-0.273300,-15.6589,0,0.005015,0.2873,visible,-0.240034,-0.235163,1.7704,0.377568919,21.633106,smooth_entry_physical_phase_no_hide
124,5.125000,0.332955206,19.076928,-0.238362,-13.6572,0,-0.004802,-0.2751,visible,-0.205305,-0.210002,1.8098,0.332955206,19.076928,smooth_entry_physical_phase_no_hide
125,5.166667,0.293699959,16.827768,-0.209287,-11.9913,0,-0.011729,-0.6720,visible,-0.176109,-0.187643,1.8480,0.293699959,16.827768,smooth_entry_physical_phase_no_hide
126,5.208333,0.261799388,15.000000,-0.192806,-11.0469,0,-0.014174,-0.8121,visible,-0.159259,-0.173236,1.8830,0.261799388,15.000000,smooth_entry_physical_phase_no_hide
127,5.250000,0.236674143,13.560430,-0.190388,-10.9084,0,-0.013273,-0.7605,visible,-0.156332,-0.169427,1.9143,0.236674143,13.560430,smooth_entry_physical_phase_no_hide
128,5.291667,0.215651404,12.355915,-0.200432,-11.4839,0,-0.010644,-0.6099,visible,-0.165771,-0.176259,1.9419,0.215651404,12.355915,smooth_entry_physical_phase_no_hide
129,5.333333,0.197587171,11.320911,-0.220268,-12.6204,0,-0.007188,-0.4118,visible,-0.184891,-0.191951,1.9656,0.197587171,11.320911,smooth_entry_physical_phase_no_hide
130,5.375000,0.181337446,10.389870,-0.246516,-14.1243,0,-0.003578,-0.2050,visible,-0.210290,-0.213787,1.9850,0.181337446,10.389870,smooth_entry_physical_phase_no_hide
131,5.416667,0.165758229,9.497247,-0.276020,-15.8148,0,0.000017,0.0010,visible,-0.238789,-0.238773,1.9997,0.165758229,9.497247,smooth_entry_physical_phase_no_hide
132,5.458333,0.149705521,8.577495,-0.304994,-17.4748,0,0.002580,0.1478,visible,-0.266652,-0.264165,2.0097,0.149705521,8.577495,smooth_entry_physical_phase_no_hide
133,5.500000,0.132035323,7.565067,-0.331124,-18.9720,0,0.003916,0.2244,visible,-0.291646,-0.287898,2.0155,0.132035323,7.565067,smooth_entry_physical_phase_no_hide
134,5.541667,0.111603637,6.394417,-0.353264,-20.2405,0,0.004113,0.2357,visible,-0.312725,-0.308815,2.0170,0.111603637,6.394417,smooth_entry_physical_phase_no_hide
135,5.583333,0.087266463,5.000000,-0.371414,-21.2805,0,0.003536,0.2026,visible,-0.329952,-0.326612,2.0146,0.087266463,5.000000,smooth_entry_physical_phase_no_hide
136,5.625000,0.054868649,3.143742,-0.386243,-22.1301,0,0.002590,0.1484,visible,-0.343999,-0.341566,2.0094,0.054868649,3.143742,smooth_entry_physical_phase_no_hide
137,5.666667,0.012808984,0.733901,-0.398893,-22.8549,0,0.001881,0.1078,visible,-0.355937,-0.354179,2.0040,0.012808984,0.733901,smooth_entry_physical_phase_no_hide
138,5.708333,-0.036225623,-2.075575,-0.410199,-23.5027,0,0.001772,0.1015,visible,-0.366548,-0.364899,1.9998,-0.036225623,-2.075575,smooth_entry_physical_phase_no_hide
139,5.750000,-0.089548263,-5.130738,-0.420001,-24.0643,0,0.001865,0.1068,visible,-0.375726,-0.373997,1.9951,-0.089548263,-5.130738,smooth_entry_physical_phase_no_hide
140,5.791667,-0.144472026,-8.277637,-0.428071,-24.5267,0,0.001913,0.1096,visible,-0.383298,-0.381531,1.9885,-0.144472026,-8.277637,smooth_entry_physical_phase_no_hide
141,5.833333,-0.198310002,-11.362326,-0.434529,-24.8967,0,0.002191,0.1255,visible,-0.389414,-0.387395,1.9787,-0.198310002,-11.362326,smooth_entry_physical_phase_no_hide
142,5.875000,-0.248375282,-14.230855,-0.439456,-25.1790,0,0.003112,0.1783,visible,-0.394164,-0.391302,1.9651,-0.248375282,-14.230855,smooth_entry_physical_phase_no_hide
143,5.916667,-0.291980956,-16.729276,-0.441323,-25.2859,0,0.003573,0.2047,visible,-0.396155,-0.392872,1.9479,-0.291980956,-16.729276,smooth_entry_physical_phase_no_hide
144,5.958333,-0.326440116,-18.703641,-0.439789,-25.1980,0,0.003527,0.2021,visible,-0.395081,-0.391839,1.9270,-0.326440116,-18.703641,smooth_entry_physical_phase_no_hide
145,6.000000,-0.349065850,-20.000000,-0.434896,-24.9177,0,0.002975,0.1705,visible,-0.390981,-0.388241,1.9022,-0.349065850,-20.000000,smooth_entry_physical_phase_no_hide
146,6.041667,-0.363425851,-20.822767,-0.427188,-24.4760,0,0.002014,0.1154,visible,-0.384329,-0.382469,1.8739,-0.363425851,-20.822767,smooth_entry_physical_phase_no_hide
147,6.083333,-0.375264184,-21.501054,-0.417563,-23.9246,0,0.000727,0.0417,visible,-0.375934,-0.375260,1.8426,-0.375264184,-21.501054,smooth_entry_physical_phase_no_hide
148,6.125000,-0.385158505,-22.067957,-0.407046,-23.3220,0,-0.000954,-0.0546,visible,-0.366709,-0.367596,1.8092,-0.385158505,-22.067957,smooth_entry_physical_phase_no_hide
149,6.166667,-0.393686468,-22.556573,-0.397562,-22.7786,0,-0.002266,-0.1298,visible,-0.358388,-0.360502,1.7774,-0.393686468,-22.556573,smooth_entry_physical_phase_no_hide
