frame,time,mug_axial_phase_rad,mug_axial_phase_deg,vlm_visibility,vlm_hand_contact_part,vlm_handle_contact,visibility_alpha
48,1.9583333333333333,2.5773830898219288,147.6731732351841,visible,handle,True,0.16666666666666666
49,2.0,2.657970011470532,152.29046372960048,visible,handle,True,0.3333333333333333
50,2.0416666666666665,2.7841337409402076,159.51911295584318,visible,handle,True,0.5
51,2.0833333333333335,2.9528242628740866,169.1843679065135,visible,handle,True,0.6666666666666666
52,2.125,-3.1054326685096703,-177.92818546765292,visible,handle,True,0.8333333333333334
53,2.1666666666666665,-2.872698163213568,-164.5934805671212,visible,handle,True,1.0
54,2.2083333333333335,-2.7148562868585593,-155.54980722155338,visible,handle,True,1.0
55,2.25,-2.6492178295744115,-151.789000645422,visible,handle,True,1.0
56,2.2916666666666665,-2.655184431179504,-152.13086173542976,visible,handle,True,1.0
57,2.3333333333333335,-2.7148339010294724,-155.54852460802582,visible,handle,True,0.8333333333333334
58,2.375,-2.776040643040454,-159.05541260300112,visible,handle,True,0.6666666666666666
59,2.4166666666666665,-2.815595996115569,-161.32176739135505,visible,handle,True,0.5
60,2.4583333333333335,-2.842366378422616,-162.8555973135005,visible,handle,True,0.3333333333333333
61,2.5,-3.472379785471419,-198.95270657405453,visible,handle,True,0.16666666666666666
62,2.5416666666666665,2.8153091106634935,161.3053300657474,hidden,body,False,0.2916666666666667
63,2.5833333333333335,2.827277766636138,161.99108353942398,visible,handle,True,0.16666666666666666
64,2.625,2.8467408484986763,163.10623598646504,hidden,body,False,0.2916666666666667
65,2.6666666666666665,2.869708509812906,164.4221860450563,visible,handle,True,0.16666666666666666
66,2.7083333333333335,2.8810788534392433,165.0736587464589,hidden,body,False,0.2916666666666667
67,2.75,2.868173044361874,164.33421035512401,hidden,body,False,0.2333333333333333
68,2.7916666666666665,2.8343221578429265,162.39469742481202,hidden,body,False,0.175
69,2.8333333333333335,2.7840027629406032,159.5116084692568,hidden,body,False,0.11666666666666665
70,2.875,2.724114612807229,156.08027022376862,hidden,body,False,0.05833333333333333
71,2.9166666666666665,2.666353699970351,152.7708136973925,hidden,body,False,0.0
72,2.9583333333333335,2.6234066473065276,150.3101288372293,hidden,body,False,0.0
73,3.0,2.5941953340317916,148.6364438725525,hidden,body,False,0.0
74,3.0416666666666665,2.576893310123962,147.6451109255994,hidden,body,False,0.0
75,3.0833333333333335,2.570224252475631,147.2630020690206,hidden,body,False,0.0
76,3.125,2.5687901686429218,147.18083511793841,hidden,body,False,0.0
77,3.1666666666666665,2.567702558582104,147.11851965169757,hidden,body,False,0.0
78,3.2083333333333335,2.5664351872093523,147.0459046209632,hidden,body,False,0.0
79,3.25,2.564119418547996,146.91322085033883,hidden,body,False,0.0
80,3.2916666666666665,2.556466650757393,146.47474955434362,hidden,body,False,0.0
81,3.3333333333333335,2.5321137449993874,145.07943083553005,hidden,body,False,0.0
82,3.375,2.480609928998704,142.12847954987254,hidden,body,False,0.0
83,3.4166666666666665,2.3996117784307245,137.48762737396214,hidden,body,False,0.0
84,3.4583333333333335,2.3088449269043894,132.28706986181257,hidden,body,False,0.05833333333333333
85,3.5,2.2373291401558912,128.189517112566,hidden,body,False,0.11666666666666665
86,3.5416666666666665,2.218887636030235,127.13289675829282,hidden,body,False,0.175
87,3.5833333333333335,2.253754043534631,129.13059475507794,hidden,body,False,0.2333333333333333
88,3.625,2.3303424846080674,133.51878918807228,hidden,body,False,0.2916666666666667
89,3.6666666666666665,2.424547244339129,138.91632433070606,visible,handle,True,0.16666666666666666
90,3.7083333333333335,2.4961820808922175,143.0206981313075,visible,handle,True,0.3333333333333333
91,3.75,2.5451952455214952,145.828945605145,visible,handle,True,0.5
92,3.7916666666666665,2.5889030279683,148.33321707122292,visible,handle,True,0.6666666666666666
93,3.8333333333333335,2.6389653084475153,151.20157445548213,visible,handle,True,0.8333333333333334
94,3.875,2.699703048845336,154.6815906374385,visible,handle,True,0.6666666666666666
95,3.9166666666666665,2.768522652483048,158.62466347364256,visible,handle,True,0.5
96,3.9583333333333335,2.8436387643623524,162.9284996577592,visible,handle,True,0.3333333333333333
97,4.0,2.9171069025734226,167.13791390593735,visible,handle,True,0.16666666666666666
98,4.041666666666667,2.9765828560223877,170.5456350210796,hidden,body,False,0.2916666666666667
99,4.083333333333333,3.022006382345479,173.14821136999413,hidden,body,False,0.2333333333333333
100,4.125,3.0593543572861552,175.28809270745523,hidden,body,False,0.175
101,4.166666666666667,4.022874389905402,230.4937240528455,hidden,body,False,0.11666666666666665
102,4.208333333333333,-2.153065118243932,-123.36154429221286,hidden,body,False,0.05833333333333333
103,4.25,-2.034942799411107,-116.5936339567933,hidden,body,False,0.0
104,4.291666666666667,-1.8985067774669253,-108.7764257258374,hidden,body,False,0.0
105,4.333333333333333,-1.7530021464855408,-100.43962447099558,hidden,body,False,0.0
106,4.375,-1.601165047944806,-91.7399995510995,hidden,body,False,0.0
107,4.416666666666667,-1.4473426342879179,-82.92662445404429,hidden,body,False,0.0
108,4.458333333333333,-1.2939189532094475,-74.13609505088678,hidden,body,False,0.0
109,4.5,-1.1429143993465711,-65.48417142728806,hidden,body,False,0.0
110,4.541666666666667,-0.9946023162548538,-56.98651501533908,hidden,body,False,0.05833333333333333
111,4.583333333333333,-0.8495408315312982,-48.67510417077788,hidden,body,False,0.11666666666666665
112,4.625,-0.7076773099428779,-40.546923116898355,hidden,body,False,0.175
113,4.666666666666667,-0.5745243237983404,-32.917818981252424,hidden,body,False,0.2333333333333333
114,4.708333333333333,-0.46293456267381483,-26.524196631944083,hidden,body,False,0.2916666666666667
115,4.75,-0.382408228225223,-21.91037752838084,visible,handle,True,0.16666666666666666
116,4.791666666666667,-0.33465533090967803,-19.174338052678515,visible,handle,True,0.3333333333333333
117,4.833333333333333,-0.3180848206983713,-18.224917753192205,visible,handle,True,0.5
118,4.875,-0.32993581682428275,-18.90392981423282,visible,handle,True,0.6666666666666666
119,4.916666666666667,-0.36315175549108547,-20.807062912406018,visible,handle,True,0.8333333333333334
120,4.958333333333333,-0.4028911353391629,-23.083961658168086,visible,handle,True,1.0
121,5.0,-0.41616653141938365,-23.84458582492925,visible,handle,True,1.0
122,5.041666666666667,-0.3713591102591218,-21.27730970158107,visible,handle,True,1.0
123,5.083333333333333,-0.29015535706252926,-16.62467736279435,visible,handle,True,1.0
124,5.125,-0.20640048433351676,-11.825876641766579,visible,handle,True,1.0
125,5.166666666666667,-0.15029839867083528,-8.611463911413523,visible,handle,True,1.0
126,5.208333333333333,-0.1266910158910064,-7.258860512779512,visible,handle,True,1.0
127,5.25,-0.12451452131925711,-7.1341565596851435,visible,handle,True,1.0
128,5.291666666666667,-0.13709770434426716,-7.8551198398588795,visible,handle,True,1.0
129,5.333333333333333,-0.15985235665535713,-9.158865381571939,visible,handle,True,1.0
130,5.375,-0.18924211468799879,-10.842774477753016,visible,handle,True,1.0
131,5.416666666666667,-0.22194339643553862,-12.716419906555242,visible,handle,True,1.0
132,5.458333333333333,-0.2530472799815495,-14.498541160208072,visible,handle,True,1.0
133,5.5,-0.2799161261211305,-16.038012644392435,visible,handle,True,1.0
134,5.541666666666667,-0.3014124560582703,-17.269661624811267,visible,handle,True,1.0
135,5.583333333333333,-0.31787693528947436,-18.21300679664006,visible,handle,True,1.0
136,5.625,-0.3309744761755602,-18.963440611412814,visible,handle,True,1.0
137,5.666666666666667,-0.3427664581522256,-19.63907141077008,visible,handle,True,1.0
138,5.708333333333333,-0.35485996760271554,-20.331978461784725,visible,handle,True,1.0
139,5.75,-0.36744363764573995,-21.052969646035233,visible,handle,True,1.0
140,5.791666666666667,-0.37854270658795386,-21.68889945294882,visible,handle,True,1.0
141,5.833333333333333,-0.3885107386708553,-22.26002562135007,visible,handle,True,1.0
142,5.875,-0.39738282046673046,-22.768358463748566,visible,handle,True,1.0
143,5.916666666666667,-0.40186477886252714,-23.02515576378094,visible,handle,True,1.0
144,5.958333333333333,-0.40092962210778404,-22.97157522855101,visible,handle,True,1.0
145,6.0,-0.394841944246783,-22.62277698008042,visible,handle,True,1.0
146,6.041666666666667,-0.38459272168603453,-22.035539784059267,visible,handle,True,1.0
147,6.083333333333333,-0.37104301078172597,-21.259198535619998,visible,handle,True,1.0
148,6.125,-0.3553566785804594,-20.360437904447263,visible,handle,True,1.0
149,6.166666666666667,-0.341367865548734,-19.558937957331793,visible,handle,True,1.0
150,6.208333333333333,-0.3311780948577092,-18.97510710252997,visible,handle,True,1.0
151,6.25,-0.3253169287321911,-18.639287020512736,visible,handle,True,1.0
152,6.291666666666667,-0.32305145333260565,-18.509484841525776,visible,handle,True,1.0
153,6.333333333333333,-0.3231797256431892,-18.516834303550606,visible,handle,True,1.0
154,6.375,-0.32246119687372143,-18.475665637601374,visible,handle,True,1.0
155,6.416666666666667,-0.31934837929474336,-18.2973143279318,visible,handle,True,1.0
156,6.458333333333333,-0.3125318590591002,-17.906756487463923,visible,handle,True,1.0
157,6.5,-0.3049823518384098,-17.474201586314827,visible,handle,True,1.0
158,6.541666666666667,-0.2983678110259085,-17.095216314341464,visible,handle,True,1.0
159,6.583333333333333,-0.29212254681593475,-16.737389033165865,visible,handle,True,1.0
160,6.625,-0.2864278454090159,-16.411106676962202,visible,handle,True,1.0
161,6.666666666666667,-0.3168091121868244,-18.151825039591653,visible,handle,True,1.0
162,6.708333333333333,-0.306906493931538,-17.58444680743454,visible,handle,True,1.0
163,6.75,-0.29583539884193577,-16.950119784212323,visible,handle,True,1.0
164,6.791666666666667,-0.2830207570885186,-16.21589489576939,visible,handle,True,1.0
165,6.833333333333333,-0.2682711682277463,-15.37080570449397,visible,handle,True,1.0
166,6.875,-0.25146245774799647,-14.407737534946985,visible,handle,True,1.0
167,6.916666666666667,-0.23285055158716172,-13.34135386323762,visible,handle,True,1.0
168,6.958333333333333,-0.21298914572467087,-12.203379132120503,visible,handle,True,1.0
169,7.0,-0.19255322551815857,-11.03248715382123,visible,handle,True,1.0
170,7.041666666666667,-0.17264533086663825,-9.89184881129805,visible,handle,True,1.0
171,7.083333333333333,-0.15507743385469164,-8.88528245759302,visible,handle,True,1.0
172,7.125,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
173,7.166666666666667,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
174,7.208333333333333,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
175,7.25,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
176,7.291666666666667,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
177,7.333333333333333,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
178,7.375,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
179,7.416666666666667,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
180,7.458333333333333,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
181,7.5,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
182,7.541666666666667,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
183,7.583333333333333,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
184,7.625,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
185,7.666666666666667,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
186,7.708333333333333,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
187,7.75,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
188,7.791666666666667,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
189,7.833333333333333,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
190,7.875,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
191,7.916666666666667,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
192,7.958333333333333,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
193,8.0,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
194,8.041666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
195,8.083333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
196,8.125,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
197,8.166666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
198,8.208333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
199,8.25,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
200,8.291666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
201,8.333333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
202,8.375,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
203,8.416666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
204,8.458333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
205,8.5,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
206,8.541666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
207,8.583333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
208,8.625,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
209,8.666666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
210,8.708333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
211,8.75,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
212,8.791666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
213,8.833333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
214,8.875,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
215,8.916666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
216,8.958333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
217,9.0,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
218,9.041666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
219,9.083333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
220,9.125,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
221,9.166666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
222,9.208333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
223,9.25,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
224,9.291666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
225,9.333333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
226,9.375,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
227,9.416666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
228,9.458333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
229,9.5,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
230,9.541666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
231,9.583333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
232,9.625,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
233,9.666666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
234,9.708333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
235,9.75,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
236,9.791666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
237,9.833333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
238,9.875,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
239,9.916666666666666,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
240,9.958333333333334,-0.14296871174574255,-8.191503785453488,visible,handle,True,1.0
