frame,time,mug_axial_phase_rad,mug_axial_phase_deg,vlm_visibility,vlm_hand_contact_part,vlm_handle_contact,visibility_alpha,source,reprojection_error_px
64,2.625,2.8413205723723696,162.79567704063214,visible,handle,True,0.3333333333333333,recovered_from_M15_anchor_projection,2.1542897765216793e-05
65,2.666667,2.851469941297392,163.37719304475715,visible,handle,True,0.16666666666666666,recovered_from_M15_anchor_projection,0.00017813583639430145
66,2.708333,2.8515566064069446,163.38215858976557,hidden,body,False,0.2916666666666667,recovered_from_M15_anchor_projection,0.00024000035306244273
67,2.75,2.834696998179947,162.41617419411455,hidden,body,False,0.2333333333333333,recovered_from_M15_anchor_projection,0.0003141928166750637
68,2.791667,2.801412513923357,160.50911372294235,hidden,body,False,0.175,recovered_from_M15_anchor_projection,0.0002334520099313085
69,2.833333,2.755339183275308,157.86930632869837,hidden,body,False,0.11666666666666665,recovered_from_M15_anchor_projection,3.284117523028536e-05
70,2.875,2.702147004819862,154.8216190000946,hidden,body,False,0.05833333333333333,recovered_from_M15_anchor_projection,0.0004488237449665486
71,2.916667,2.649402961964862,151.79960795004595,hidden,body,False,0.0,recovered_from_M15_anchor_projection,6.365474122864912e-05
72,2.958333,2.6048621262405645,149.24760604705818,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00047718071718727664
73,3.0,2.571928180699765,147.36062996485668,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.0001292796515192549
74,3.041667,2.550769986956386,146.14835476124097,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.0004444584658621808
75,3.083333,2.538816594660984,145.46347583185025,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00023929670863910175
76,3.125,2.532214366189274,145.08519600504016,hidden,body,False,0.0,recovered_from_M15_anchor_projection,3.930629559015869e-05
77,3.166667,2.527385470351737,144.808520653841,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00017054083233565548
78,3.208333,2.5227269320423638,144.5416060700139,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.0003512651615403821
79,3.25,2.5154446840791636,144.1243639963548,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.0006026184759117023
80,3.291667,2.500604989679978,143.27411213801753,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.0003385014819120274
81,3.333333,2.4719636687971756,141.63308533175302,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00031024960295899964
82,3.375,2.425955338732938,138.99700219662734,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00034826370270739485
83,3.416667,2.3660795707299176,135.56637339494984,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00038003506717264286
84,3.458333,2.303855953874466,132.00122276309335,hidden,body,False,0.05833333333333333,recovered_from_M15_anchor_projection,8.189660386022374e-05
85,3.5,2.2542853272652135,129.1610350705643,hidden,body,False,0.11666666666666665,recovered_from_M15_anchor_projection,6.697981465887281e-05
86,3.541667,2.2397384172242374,128.32755852025988,hidden,body,False,0.175,recovered_from_M15_anchor_projection,0.00013363839777510422
87,3.583333,2.2687622690263325,129.9905027337331,hidden,body,False,0.2333333333333333,recovered_from_M15_anchor_projection,0.00034047299353095713
88,3.625,2.3256477827837934,133.249802587469,hidden,body,False,0.2916666666666667,recovered_from_M15_anchor_projection,7.046158753467716e-05
89,3.666667,2.3947108253143305,137.20682344480127,visible,handle,True,0.16666666666666666,recovered_from_M15_anchor_projection,0.00011836450881361119
90,3.708333,2.46116925368241,141.01461090336474,visible,handle,True,0.3333333333333333,recovered_from_M15_anchor_projection,0.0002967070414738783
91,3.75,2.5224839274861406,144.52768293453985,visible,handle,True,0.5,recovered_from_M15_anchor_projection,0.0001239359872839196
92,3.791667,2.582331349881783,147.9566876525469,visible,handle,True,0.6666666666666666,recovered_from_M15_anchor_projection,0.00030338601395594447
93,3.833333,2.644429710026671,151.51466160353235,visible,handle,True,0.8333333333333334,recovered_from_M15_anchor_projection,0.00013486424381906103
94,3.875,2.7104993019801,155.30017037661534,visible,handle,True,0.6666666666666666,recovered_from_M15_anchor_projection,0.00019319800404221212
95,3.916667,2.7798572567998185,159.27408846344426,visible,handle,True,0.5,recovered_from_M15_anchor_projection,0.0004419235939288504
96,3.958333,2.8514053056641258,163.37348969576485,visible,handle,True,0.3333333333333333,recovered_from_M15_anchor_projection,0.0003125288683216622
97,4.0,2.921822374489089,167.40809054511752,visible,handle,True,0.16666666666666666,recovered_from_M15_anchor_projection,0.0002172668301280995
98,4.041667,2.986868400839361,171.13495332908482,hidden,body,False,0.2916666666666667,recovered_from_M15_anchor_projection,0.0004894843700073893
99,4.083333,3.045287988189031,174.48214912511676,hidden,body,False,0.2333333333333333,recovered_from_M15_anchor_projection,0.00015611495089592366
100,4.125,3.0995082466928885,177.5887411014961,hidden,body,False,0.175,recovered_from_M15_anchor_projection,0.0004496860165163978
101,4.166667,-2.231743611762381,-127.86948990926737,hidden,body,False,0.11666666666666665,recovered_from_M15_anchor_projection,7.061892026164534e-05
102,4.208333,-2.1326388554732323,-122.19120564422656,hidden,body,False,0.05833333333333333,recovered_from_M15_anchor_projection,0.00015645385134235864
103,4.25,-2.027684411155088,-116.17775894365609,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00043699836985537253
104,4.291667,-1.9102641321628258,-109.45007252815081,hidden,body,False,0.0,recovered_from_M15_anchor_projection,6.480238149930317e-05
105,4.333333,-1.774500297839945,-101.67137781093639,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00043084255019479035
106,4.375,-1.6217932241475026,-92.92190698656621,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.00025944587994167575
107,4.416667,-1.4617677721217786,-83.75312397081899,hidden,body,False,0.0,recovered_from_M15_anchor_projection,4.9250444925367644e-05
108,4.458333,-1.302151439211322,-74.60778175369472,hidden,body,False,0.0,recovered_from_M15_anchor_projection,4.044096524036693e-05
109,4.5,-1.147651488865293,-65.75558666388648,hidden,body,False,0.0,recovered_from_M15_anchor_projection,0.0001425908793755661
110,4.541667,-1.0006274821505805,-57.33173159203038,hidden,body,False,0.05833333333333333,recovered_from_M15_anchor_projection,0.00034551333662022414
111,4.583333,-0.8630243470143015,-49.44765270095327,hidden,body,False,0.11666666666666665,recovered_from_M15_anchor_projection,9.998351341352618e-05
112,4.625,-0.736198829638059,-42.18108582073149,hidden,body,False,0.175,recovered_from_M15_anchor_projection,0.0002462360156746185
113,4.666667,-0.6217390863132368,-35.623025604068474,hidden,body,False,0.2333333333333333,recovered_from_M15_anchor_projection,0.00011656463207501996
114,4.708333,-0.5220658367411768,-29.912169073235297,hidden,body,False,0.2916666666666667,recovered_from_M15_anchor_projection,0.00019293400198313178
115,4.75,-0.44080683488086647,-25.256371219193813,visible,handle,True,0.16666666666666666,recovered_from_M15_anchor_projection,0.00041145408873728966
116,4.791667,-0.3808891915660739,-21.823343138885946,visible,handle,True,0.3333333333333333,recovered_from_M15_anchor_projection,0.0001906043747730756
117,4.833333,-0.34186095456899546,-19.587189877117016,visible,handle,True,0.5,recovered_from_M15_anchor_projection,0.0004937642567702476
118,4.875,-0.32126529986889807,-18.40714578649266,visible,handle,True,0.6666666666666666,recovered_from_M15_anchor_projection,0.00025604431998250266
119,4.916667,-0.31510089432664934,-18.053951365714752,visible,handle,True,0.8333333333333334,recovered_from_M15_anchor_projection,0.0004908760686794987
120,4.958333,-0.3166471154927444,-18.142543312725795,visible,handle,True,1.0,recovered_from_M15_anchor_projection,1.8382875112503514e-05
121,5.0,-0.3174592523878008,-18.189075329199387,visible,handle,True,1.0,recovered_from_M15_anchor_projection,4.411072509370603e-06
122,5.041667,-0.3027408110894707,-17.34577076179402,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00033585721750663695
123,5.083333,-0.27329972334971764,-15.658920690031819,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001756822250548526
124,5.125,-0.23836237180031805,-13.657157898886375,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00013060136101234843
125,5.166667,-0.20928697890456105,-11.991260598274842,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.000436896918213651
126,5.208333,-0.192805523779235,-11.046942779359398,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0002408070745950019
127,5.25,-0.19038753554528576,-10.908402258641816,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00021045019784170945
128,5.291667,-0.20043179278755563,-11.483895806967592,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00023624840859698819
129,5.333333,-0.22026778193687857,-12.62041426769109,visible,handle,True,1.0,recovered_from_M15_anchor_projection,6.150071810639611e-05
130,5.375,-0.2465160238458428,-14.124327748713155,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0003907973090368721
131,5.416667,-0.27601995566645865,-15.814778521076173,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00047767443924394767
132,5.458333,-0.30499357995432286,-17.474844909968528,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00030958672986229575
133,5.5,-0.3311239600268294,-18.972005405195905,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00029507484529816094
134,5.541667,-0.3532639086454257,-20.240531019677967,visible,handle,True,1.0,recovered_from_M15_anchor_projection,3.360601406260066e-05
135,5.583333,-0.3714140001245969,-21.280454659210836,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00018063222085255745
136,5.625,-0.38624261160454454,-22.130071513051075,visible,handle,True,1.0,recovered_from_M15_anchor_projection,1.8249612531920863e-05
137,5.666667,-0.39889322121545856,-22.854898052024087,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0004229196569083525
138,5.708333,-0.4101988681587052,-23.502663906537098,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0004202311712928397
139,5.75,-0.42000052548343714,-24.064257503477727,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001221279122267255
140,5.791667,-0.4280714645039332,-24.526688246059603,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00020537081092364347
141,5.833333,-0.4345294778268216,-24.896705153500363,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00035086930429390444
142,5.875,-0.43945628370174505,-25.178990336613737,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00034530285278687884
143,5.916667,-0.4413229746996037,-25.285943852446103,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00041100550193926043
144,5.958333,-0.43978880129912934,-25.198042191557686,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0002325488826658505
145,6.0,-0.4348959566356867,-24.917702842529316,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00017833230697439882
146,6.041667,-0.42718750652163484,-24.476041184407006,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0002721168811607737
147,6.083333,-0.4175633617226975,-23.924618306005115,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.000379800079234109
148,6.125,-0.4070463042855139,-23.322035301957822,visible,handle,True,1.0,recovered_from_M15_anchor_projection,2.9616247760195148e-05
149,6.166667,-0.3975621631738475,-22.778634043952824,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00046301350806730336
150,6.208333,-0.39048066277074467,-22.37289395823484,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00010677355936616656
151,6.25,-0.38624248567331154,-22.130064297722917,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00012032121379434939
152,6.291667,-0.3843752444535946,-22.023079256500274,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00022451924439651115
153,6.333333,-0.3840867664471386,-22.006550684247998,visible,handle,True,1.0,recovered_from_M15_anchor_projection,7.777158696079435e-05
154,6.375,-0.3837213387612226,-21.98561322012778,visible,handle,True,1.0,recovered_from_M15_anchor_projection,4.682374322494513e-05
155,6.416667,-0.3822063571194789,-21.898811166016067,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0003610333594963773
156,6.458333,-0.37904050802653755,-21.717421374415206,visible,handle,True,1.0,recovered_from_M15_anchor_projection,7.827993279304532e-05
157,6.5,-0.37528044682921546,-21.501985737097744,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0004472687543210332
158,6.541667,-0.3716081069119821,-21.29157615890285,visible,handle,True,1.0,recovered_from_M15_anchor_projection,3.667171171837211e-05
159,6.583333,-0.36787768605864635,-21.07783878819912,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00022534509921954965
160,6.625,-0.3642206634218321,-20.86830682552586,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0004274670744701788
161,6.666667,-0.39249928303773896,-22.488552379973182,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0004372147624484466
162,6.708333,-0.39462609193969866,-22.610409553886328,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0004483958392574936
163,6.75,-0.3976279003697458,-22.782400507834822,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0003414180100542631
164,6.791667,-0.4025555435303092,-23.064733663881608,visible,handle,True,1.0,recovered_from_M15_anchor_projection,7.840303419557526e-05
165,6.833333,-0.410055394204047,-23.494443454465134,visible,handle,True,1.0,recovered_from_M15_anchor_projection,2.3727436005431657e-05
166,6.875,-0.42081257714637577,-24.11078463651069,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001082380549632435
167,6.916667,-0.4356364467168157,-24.960129798949307,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.000190837072094863
168,6.958333,-0.4548913694073029,-26.063355603964908,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00021659466371230597
169,7.0,-0.47862287366556266,-27.423070639459933,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00026645031073145006
170,7.041667,-0.5056113030581288,-28.969393739340795,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.00026634643397993596
171,7.083333,-0.5329221495976189,-30.534189980983044,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0004648721687164896
172,7.125,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
173,7.166667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
174,7.208333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
175,7.25,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
176,7.291667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
177,7.333333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
178,7.375,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
179,7.416667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
180,7.458333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
181,7.5,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
182,7.541667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
183,7.583333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
184,7.625,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
185,7.666667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
186,7.708333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
187,7.75,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
188,7.791667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
189,7.833333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
190,7.875,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
191,7.916667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
192,7.958333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
193,8.0,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
194,8.041667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
195,8.083333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
196,8.125,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
197,8.166667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
198,8.208333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
199,8.25,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
200,8.291667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
201,8.333333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
202,8.375,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
203,8.416667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
204,8.458333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
205,8.5,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
206,8.541667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
207,8.583333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
208,8.625,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
209,8.666667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
210,8.708333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
211,8.75,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
212,8.791667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
213,8.833333,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
214,8.875,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
215,8.916667,-0.5543770854924466,-31.763467257480407,visible,handle,True,1.0,recovered_from_M15_anchor_projection,0.0001448290913710128
