frame,time,phase,contact_active,hand_side,contact_object_part,contact_fingers,primary_contact_finger,grasp_type,contact_point_2d_u,contact_point_2d_v,chair_local_point_id,chair_local_part,chair_local_role,chair_local_x,chair_local_y,chair_local_z,source
34,1.375000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,869.097,370.428,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
35,1.416667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,786.143,372.022,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
35,1.416667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,870.763,367.049,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
36,1.458333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,786.409,365.992,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
36,1.458333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,873.241,369.382,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
37,1.500000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,786.620,359.500,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
37,1.500000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,872.235,356.782,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
38,1.541667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,786.655,352.791,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
38,1.541667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,871.123,343.482,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
39,1.583333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,786.556,345.885,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
39,1.583333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,870.391,332.491,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
40,1.625000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,786.471,338.992,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
40,1.625000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,870.806,328.106,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
41,1.666667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,785.520,333.177,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
41,1.666667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,870.892,322.186,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
42,1.708333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,789.269,319.258,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
42,1.708333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,870.906,316.306,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
43,1.750000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,789.373,313.571,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
43,1.750000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,870.864,310.198,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
44,1.791667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,786.406,313.510,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
44,1.791667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,870.475,303.958,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
45,1.833333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,781.089,316.288,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
45,1.833333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,869.964,297.833,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
46,1.875000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,781.074,309.246,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
46,1.875000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,869.358,292.591,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
47,1.916667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,781.556,298.380,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
47,1.916667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,868.723,286.052,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
48,1.958333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,782.950,284.838,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
48,1.958333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,867.863,279.101,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
49,2.000000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,782.470,279.818,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
49,2.000000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,867.320,274.643,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
50,2.041667,qwen_verified_contact,1,right_hand,top_rail,"[""pinky"", ""ring"", ""middle"", ""index"", ""thumb""]",pinky,top_rail_grasp,780.002,283.611,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state+qwen_semantics
50,2.041667,stable_grasp_contact,1,left_hand,top_rail,"[""pinky"", ""ring"", ""middle"", ""index"", ""thumb""]",pinky,two_hand_top_rail_endpoint_grasp,866.877,272.637,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
51,2.083333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,778.128,284.712,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
51,2.083333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,866.331,269.991,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
52,2.125000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,777.597,280.857,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
52,2.125000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,865.344,266.581,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
53,2.166667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,776.720,279.079,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
53,2.166667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,864.190,264.256,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
54,2.208333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,774.755,280.097,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
54,2.208333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,862.859,262.629,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
55,2.250000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,779.429,269.431,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
55,2.250000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,861.485,261.598,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
56,2.291667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,779.183,268.251,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
56,2.291667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,859.914,261.350,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
57,2.333333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,781.302,262.327,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
57,2.333333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,858.111,261.711,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
58,2.375000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,775.777,271.122,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
58,2.375000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,856.125,262.392,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
59,2.416667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,774.642,270.254,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
59,2.416667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,853.793,263.182,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
60,2.458333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,768.296,277.818,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
60,2.458333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,851.035,263.993,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
61,2.500000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,771.285,267.761,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
61,2.500000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,847.991,264.915,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
62,2.541667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,769.017,269.102,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
62,2.541667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,844.798,265.899,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
63,2.583333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,767.894,267.623,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
63,2.583333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,841.273,266.362,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
64,2.625000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,763.611,268.904,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
64,2.625000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,836.996,269.433,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
65,2.666667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,761.492,265.309,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
65,2.666667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,832.086,273.420,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
66,2.708333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,756.317,268.161,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
66,2.708333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,827.004,276.449,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
67,2.750000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,753.025,268.668,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
67,2.750000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,822.059,276.641,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
68,2.791667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,749.322,269.156,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
68,2.791667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,817.114,277.152,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
69,2.833333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,745.625,269.518,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
69,2.833333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,811.844,278.851,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
