frame,time,source,initializer_heading_rad,tx,ty,tz,qw,qx,qy,qz,generic_solve_attempt_id
41,1.666667,generic_sequence_executor,-0.9199138709406576,-0.517000618,0.827718048,4.518684432,0.676080551,0.511426803,0.445878429,-0.287315402,generic-solve-83deec68b4bb
42,1.708333,generic_sequence_executor,-0.9199138709406576,-0.522282576,0.829214174,4.529532608,0.670986105,0.508534707,0.452886887,-0.293365925,generic-solve-83deec68b4bb
43,1.75,generic_sequence_executor,-0.9199138709406576,-0.532939321,0.824403028,4.507532635,0.673076635,0.502080770,0.457375902,-0.292728592,generic-solve-83deec68b4bb
44,1.791667,generic_sequence_executor,-0.885200139961765,-0.547499566,0.817184602,4.470794678,0.680013937,0.493349053,0.459979237,-0.287414088,generic-solve-83deec68b4bb
45,1.833333,generic_sequence_executor,-0.885200139961765,-0.561218834,0.813527918,4.457114686,0.687489650,0.486166456,0.460417578,-0.281097514,generic-solve-83deec68b4bb
46,1.875,generic_sequence_executor,-0.885200139961765,-0.571425965,0.812336968,4.455838808,0.693024521,0.482333506,0.459173067,-0.276100520,generic-solve-83deec68b4bb
47,1.916667,generic_sequence_executor,-0.885200139961765,-0.577895705,0.812050150,4.453027499,0.695962983,0.481648871,0.457138150,-0.273266542,generic-solve-83deec68b4bb
48,1.958333,generic_sequence_executor,-0.885200139961765,-0.581814525,0.812591933,4.447668375,0.696491500,0.483247526,0.455016664,-0.272637588,generic-solve-83deec68b4bb
49,2.0,generic_sequence_executor,-0.885200139961765,-0.585412296,0.813721044,4.441427440,0.695109420,0.486304186,0.453124779,-0.273877833,generic-solve-83deec68b4bb
50,2.041667,generic_sequence_executor,-0.885200139961765,-0.588957643,0.815169303,4.435421446,0.692364435,0.490222998,0.451539020,-0.276451468,generic-solve-83deec68b4bb
51,2.083333,generic_sequence_executor,-0.9199138709406576,-0.590665405,0.816813062,4.428731067,0.688801739,0.494577300,0.450216651,-0.279732775,generic-solve-83deec68b4bb
52,2.125,generic_sequence_executor,-0.9199138709406576,-0.590750199,0.818452032,4.421986906,0.684971554,0.499052912,0.448971425,-0.283169243,generic-solve-83deec68b4bb
53,2.166667,generic_sequence_executor,-0.9199138709406576,-0.590960527,0.819756098,4.417248604,0.681546700,0.503147964,0.447726070,-0.286142600,generic-solve-83deec68b4bb
54,2.208333,generic_sequence_executor,-0.9199138709406576,-0.591550456,0.820701765,4.412805979,0.679302374,0.506115888,0.446649247,-0.287922635,generic-solve-83deec68b4bb
55,2.25,generic_sequence_executor,-0.885200139961765,-0.592560311,0.821431545,4.406137589,0.678708706,0.507541219,0.445788047,-0.288148261,generic-solve-83deec68b4bb
56,2.291667,generic_sequence_executor,-0.885200139961765,-0.595107762,0.821839883,4.399063117,0.679696241,0.507573268,0.444957943,-0.287044991,generic-solve-83deec68b4bb
57,2.333333,generic_sequence_executor,-0.9199138709406576,-0.599123056,0.821788241,4.394002604,0.681966649,0.506368821,0.444202815,-0.284949059,generic-solve-83deec68b4bb
58,2.375,generic_sequence_executor,-0.9199138709406576,-0.603762090,0.821286258,4.390886547,0.685255320,0.503809412,0.443919945,-0.282021817,generic-solve-83deec68b4bb
59,2.416667,generic_sequence_executor,-0.9199138709406576,-0.608421042,0.820575444,4.386772149,0.689281715,0.499821374,0.444468896,-0.278418232,generic-solve-83deec68b4bb
60,2.458333,generic_sequence_executor,-0.9199138709406576,-0.611249482,0.819982020,4.378214760,0.693712188,0.494621399,0.445907041,-0.274371977,generic-solve-83deec68b4bb
61,2.5,generic_sequence_executor,-0.885200139961765,-0.611705582,0.819341365,4.368051977,0.698258520,0.488670664,0.447954941,-0.270134025,generic-solve-83deec68b4bb
62,2.541667,generic_sequence_executor,-0.885200139961765,-0.611836694,0.818292766,4.362235903,0.702854089,0.482403347,0.450128503,-0.265833541,generic-solve-83deec68b4bb
63,2.583333,generic_sequence_executor,-0.9199138709406576,-0.612347729,0.816945616,4.360851250,0.707619870,0.476030802,0.452023445,-0.261426090,generic-solve-83deec68b4bb
64,2.625,generic_sequence_executor,-0.885200139961765,-0.612681073,0.815619746,4.359769322,0.712556457,0.469594709,0.453611556,-0.256867010,generic-solve-83deec68b4bb
65,2.666667,generic_sequence_executor,-0.8504864089828721,-0.613551889,0.814499147,4.356372645,0.717360250,0.463092882,0.455294073,-0.252282702,generic-solve-83deec68b4bb
66,2.708333,generic_sequence_executor,-0.8504864089828721,-0.615007628,0.813536853,4.351656339,0.721481490,0.456728175,0.457527926,-0.248056506,generic-solve-83deec68b4bb
67,2.75,generic_sequence_executor,-0.8504864089828721,-0.615845661,0.812595286,4.348233878,0.724377269,0.450969481,0.460436519,-0.244749488,generic-solve-83deec68b4bb
68,2.791667,generic_sequence_executor,-0.8504864089828721,-0.616613180,0.811774495,4.346728559,0.725802513,0.446195747,0.463860384,-0.242803647,generic-solve-83deec68b4bb
69,2.833333,generic_sequence_executor,-0.8504864089828721,-0.617545383,0.811280471,4.345463234,0.725802285,0.442437789,0.467704317,-0.242306659,generic-solve-83deec68b4bb
70,2.875,generic_sequence_executor,-0.8504864089828721,-0.616585631,0.811097954,4.343720071,0.724487097,0.439568394,0.472012459,-0.243109670,generic-solve-83deec68b4bb
71,2.916667,generic_sequence_executor,-0.8504864089828721,-0.612983315,0.811067139,4.343234405,0.721921283,0.437691485,0.476618779,-0.245133359,generic-solve-83deec68b4bb
72,2.958333,generic_sequence_executor,-0.8504864089828721,-0.607253060,0.811298148,4.343705201,0.718212699,0.437205813,0.480977300,-0.248359483,generic-solve-83deec68b4bb
73,3.0,generic_sequence_executor,-0.8504864089828721,-0.598852653,0.812048839,4.342624718,0.713662670,0.438575534,0.484288271,-0.252590508,generic-solve-83deec68b4bb
74,3.041667,generic_sequence_executor,-0.885200139961765,-0.587181119,0.813136184,4.341207966,0.708922614,0.442045593,0.485628966,-0.257272089,generic-solve-83deec68b4bb
75,3.083333,generic_sequence_executor,-0.9199138709406576,-0.573087227,0.814156624,4.342014651,0.705189240,0.447182671,0.484212263,-0.261293475,generic-solve-83deec68b4bb
76,3.125,generic_sequence_executor,-0.9199138709406576,-0.559047622,0.814843936,4.344563903,0.704115918,0.452700786,0.479660776,-0.263074728,generic-solve-83deec68b4bb
77,3.166667,generic_sequence_executor,-0.9199138709406576,-0.548585948,0.815198825,4.345562638,0.707155953,0.457047791,0.472025405,-0.261208332,generic-solve-83deec68b4bb
78,3.208333,generic_sequence_executor,-0.9199138709406576,-0.543823900,0.815620626,4.340765824,0.714456746,0.459593896,0.461623387,-0.255399407,generic-solve-83deec68b4bb
79,3.25,generic_sequence_executor,-0.885200139961765,-0.541348653,0.816000756,4.333410139,0.724201306,0.461489561,0.448936910,-0.247013167,generic-solve-83deec68b4bb
80,3.291667,generic_sequence_executor,-0.885200139961765,-0.535347815,0.815826953,4.331649184,0.733711102,0.464632864,0.434765228,-0.238250955,generic-solve-83deec68b4bb
81,3.333333,generic_sequence_executor,-0.885200139961765,-0.525306873,0.815488830,4.334816854,0.741236465,0.469781693,0.420305957,-0.230687160,generic-solve-83deec68b4bb
82,3.375,generic_sequence_executor,-0.8504864089828721,-0.514088203,0.815713094,4.336095149,0.746330587,0.476361533,0.406834354,-0.224846955,generic-solve-83deec68b4bb
83,3.416667,generic_sequence_executor,-0.8504864089828721,-0.502667098,0.816697819,4.331573539,0.749280242,0.483451750,0.395207796,-0.220599913,generic-solve-83deec68b4bb
84,3.458333,generic_sequence_executor,-0.8504864089828721,-0.490856512,0.817900202,4.325511532,0.750703952,0.490369852,0.385563175,-0.217536258,generic-solve-83deec68b4bb
85,3.5,generic_sequence_executor,-0.8504864089828721,-0.481806987,0.822230295,4.328688515,0.751515596,0.496409280,0.377558062,-0.215062888,generic-solve-83deec68b4bb
86,3.541667,generic_sequence_executor,-0.8157726780039791,-0.480180989,0.833547849,4.341700653,0.752840511,0.500509604,0.370968471,-0.212376304,generic-solve-83deec68b4bb
87,3.583333,generic_sequence_executor,-0.8157726780039791,-0.481049460,0.840552248,4.353504414,0.755426522,0.501887814,0.365829647,-0.208825430,generic-solve-83deec68b4bb
88,3.625,generic_sequence_executor,-0.8504864089828721,-0.477738838,0.831021358,4.361207588,0.759686621,0.500136237,0.361985910,-0.204220920,generic-solve-83deec68b4bb
89,3.666667,generic_sequence_executor,-0.885200139961765,-0.477362712,0.817586161,4.358693608,0.766124650,0.494566094,0.359131576,-0.198700554,generic-solve-83deec68b4bb
90,3.708333,generic_sequence_executor,-0.885200139961765,-0.485635233,0.814267065,4.334040334,0.773377620,0.486561742,0.357359608,-0.193491183,generic-solve-83deec68b4bb
91,3.75,generic_sequence_executor,-0.885200139961765,-0.494612282,0.815040797,4.318435452,0.776815570,0.481911534,0.357172780,-0.191693631,generic-solve-83deec68b4bb
92,3.791667,generic_sequence_executor,-0.9199138709406576,-0.498185860,0.813644311,4.339108682,0.773229810,0.484342138,0.359615397,-0.195461301,generic-solve-83deec68b4bb
93,3.833333,generic_sequence_executor,-0.9199138709406576,-0.499459984,0.814239279,4.350841392,0.764378468,0.490286521,0.365963637,-0.203507499,generic-solve-83deec68b4bb
94,3.875,generic_sequence_executor,-0.9546276019195501,-0.499799751,0.817770438,4.336710843,0.752558149,0.496511355,0.375948154,-0.213999281,generic-solve-83deec68b4bb
95,3.916667,generic_sequence_executor,-0.9893413328984431,-0.495578472,0.819594684,4.337956857,0.738280113,0.503831594,0.387313374,-0.226018916,generic-solve-83deec68b4bb
96,3.958333,generic_sequence_executor,-1.024055063877336,-0.487923677,0.819997149,4.351017241,0.724072052,0.511212769,0.397510747,-0.237416035,generic-solve-83deec68b4bb
97,4.0,generic_sequence_executor,-0.9893413328984431,-0.482591057,0.821568335,4.347118355,0.714298724,0.515631336,0.404597848,-0.245361446,generic-solve-83deec68b4bb
98,4.041667,generic_sequence_executor,-0.9893413328984431,-0.481697137,0.823346134,4.330376857,0.711413484,0.515993346,0.407410924,-0.248310411,generic-solve-83deec68b4bb
99,4.083333,generic_sequence_executor,-0.9893413328984431,-0.484658947,0.824470843,4.310283669,0.715156989,0.513068669,0.405923607,-0.246042774,generic-solve-83deec68b4bb
100,4.125,generic_sequence_executor,-0.9893413328984431,-0.488211791,0.825140171,4.289976795,0.723425846,0.508525326,0.400976497,-0.239321721,generic-solve-83deec68b4bb
101,4.166667,generic_sequence_executor,-0.9546276019195501,-0.487120560,0.824649994,4.278940369,0.733376068,0.504644327,0.393303343,-0.229795835,generic-solve-83deec68b4bb
102,4.208333,generic_sequence_executor,-0.9546276019195501,-0.481065761,0.822851898,4.279996801,0.743390035,0.502564007,0.383149406,-0.219082649,generic-solve-83deec68b4bb
103,4.25,generic_sequence_executor,-0.9199138709406576,-0.473622607,0.821101334,4.280560225,0.754029607,0.500641396,0.371019683,-0.207706380,generic-solve-83deec68b4bb
104,4.291667,generic_sequence_executor,-0.885200139961765,-0.467234398,0.819979355,4.273265708,0.766344658,0.496132899,0.358154815,-0.195686332,generic-solve-83deec68b4bb
105,4.333333,generic_sequence_executor,-0.8504864089828721,-0.463010164,0.818774710,4.262452169,0.779881197,0.487891781,0.346428385,-0.183669006,generic-solve-83deec68b4bb
106,4.375,generic_sequence_executor,-0.8504864089828721,-0.457868020,0.818198157,4.242998745,0.792397407,0.477303527,0.338246626,-0.172849395,generic-solve-83deec68b4bb
107,4.416667,generic_sequence_executor,-0.8504864089828721,-0.442873503,0.818485472,4.219369664,0.800426126,0.469011802,0.334861163,-0.164966508,generic-solve-83deec68b4bb
108,4.458333,generic_sequence_executor,-0.885200139961765,-0.418474068,0.818023729,4.214669580,0.802000319,0.467948577,0.334228579,-0.161588601,generic-solve-83deec68b4bb
109,4.5,generic_sequence_executor,-0.885200139961765,-0.396078633,0.817789221,4.220819341,0.799322514,0.473222892,0.333126204,-0.161773131,generic-solve-83deec68b4bb
110,4.541667,generic_sequence_executor,-0.885200139961765,-0.377075105,0.819670263,4.211184725,0.796117413,0.480060632,0.330555870,-0.162701172,generic-solve-83deec68b4bb
111,4.583333,generic_sequence_executor,-0.9199138709406576,-0.356588580,0.822343611,4.192025658,0.793616783,0.486624741,0.326669332,-0.163266381,generic-solve-83deec68b4bb
112,4.625,generic_sequence_executor,-0.9199138709406576,-0.334530236,0.824478804,4.177928658,0.791150185,0.493474049,0.321812629,-0.164320966,generic-solve-83deec68b4bb
113,4.666667,generic_sequence_executor,-0.9199138709406576,-0.310877149,0.826903159,4.162993393,0.788020693,0.500158121,0.318035827,-0.166488602,generic-solve-83deec68b4bb
114,4.708333,generic_sequence_executor,-0.9199138709406576,-0.283658163,0.829666759,4.146520253,0.783099113,0.506618416,0.318032580,-0.170143580,generic-solve-83deec68b4bb
115,4.75,generic_sequence_executor,-0.9199138709406576,-0.250162556,0.831284540,4.142882256,0.775030102,0.514275588,0.322354953,-0.175887024,generic-solve-83deec68b4bb
116,4.791667,generic_sequence_executor,-0.9199138709406576,-0.213065170,0.832071857,4.151793170,0.764177749,0.523631837,0.328786501,-0.183688605,generic-solve-83deec68b4bb
117,4.833333,generic_sequence_executor,-0.9199138709406576,-0.179154774,0.834186386,4.155645692,0.752234931,0.534279479,0.333968447,-0.192751454,generic-solve-83deec68b4bb
118,4.875,generic_sequence_executor,-0.885200139961765,-0.146626986,0.837972283,4.150834219,0.739443753,0.547542182,0.335453664,-0.202216059,generic-solve-83deec68b4bb
119,4.916667,generic_sequence_executor,-0.7810589470250866,-0.106971011,0.842443684,4.148444284,0.724355696,0.566144389,0.331978276,-0.211139243,generic-solve-83deec68b4bb
120,4.958333,generic_sequence_executor,-0.6769177540884082,-0.057258450,0.847490950,4.160039811,0.706049399,0.591799045,0.321992314,-0.218149229,generic-solve-83deec68b4bb
121,5.0,generic_sequence_executor,-0.5727765611517301,-0.000984638,0.853105157,4.192166132,0.686071112,0.623213246,0.303508235,-0.220894615,generic-solve-83deec68b4bb
122,5.041667,generic_sequence_executor,-0.46863536821505214,0.055380363,0.857801603,4.234787664,0.669180833,0.655481746,0.275745174,-0.215650856,generic-solve-83deec68b4bb
123,5.083333,generic_sequence_executor,-0.3644941752783737,0.104199077,0.859615400,4.271071780,0.660542522,0.683275886,0.239495254,-0.198644566,generic-solve-83deec68b4bb
124,5.125,generic_sequence_executor,-0.26035298234169524,0.145242438,0.858949840,4.296282959,0.661110138,0.704526162,0.195866600,-0.167965912,generic-solve-83deec68b4bb
125,5.166667,generic_sequence_executor,-0.15621178940501723,0.184352809,0.857869078,4.311717656,0.667338317,0.719798702,0.145094537,-0.124486842,generic-solve-83deec68b4bb
126,5.208333,generic_sequence_executor,-0.052070596468339225,0.220511211,0.857499398,4.316292092,0.674492136,0.729682636,0.086261649,-0.071989842,generic-solve-83deec68b4bb
127,5.25,generic_sequence_executor,0.052070596468339225,0.249889349,0.857743539,4.312545059,0.679026824,0.733678282,0.019694043,-0.015839657,generic-solve-83deec68b4bb
128,5.291667,generic_sequence_executor,0.15621178940501768,0.276252033,0.857759104,4.311831338,0.679345038,0.731074687,-0.049595157,0.039502424,generic-solve-83deec68b4bb
129,5.333333,generic_sequence_executor,0.2603529823416957,0.304463554,0.856982418,4.321845265,0.676011442,0.722353298,-0.113613147,0.091138886,generic-solve-83deec68b4bb
130,5.375,generic_sequence_executor,0.3644941752783737,0.333720265,0.855889148,4.335638199,0.671667824,0.708687277,-0.167522418,0.136238455,generic-solve-83deec68b4bb
131,5.416667,generic_sequence_executor,0.46863536821505214,0.364387905,0.854231404,4.345010334,0.670330550,0.690059022,-0.211952994,0.171905287,generic-solve-83deec68b4bb
132,5.458333,generic_sequence_executor,0.5727765611517306,0.399196337,0.849884219,4.353389207,0.675037446,0.665619052,-0.249952574,0.196975722,generic-solve-83deec68b4bb
133,5.5,generic_sequence_executor,0.6769177540884086,0.435481057,0.841991288,4.371581963,0.684425677,0.636924500,-0.283510757,0.213331488,generic-solve-83deec68b4bb
134,5.541667,generic_sequence_executor,0.7810589470250866,0.466947412,0.833163303,4.404342298,0.693199964,0.608973301,-0.312921253,0.225179078,generic-solve-83deec68b4bb
135,5.583333,generic_sequence_executor,0.885200139961765,0.490640975,0.826004159,4.446597704,0.696958725,0.586287844,-0.338555631,0.236421624,generic-solve-83deec68b4bb
136,5.625,generic_sequence_executor,0.9893413328984435,0.506614905,0.820321806,4.494334700,0.694691728,0.569714807,-0.361747185,0.248932552,generic-solve-83deec68b4bb
137,5.666667,generic_sequence_executor,1.024055063877336,0.516143885,0.816296064,4.533168206,0.687537532,0.557353836,-0.383956629,0.263108629,generic-solve-83deec68b4bb
138,5.708333,generic_sequence_executor,1.024055063877336,0.521889087,0.815989726,4.538440374,0.677103670,0.546763028,-0.406041049,0.278767785,generic-solve-83deec68b4bb
139,5.75,generic_sequence_executor,1.024055063877336,0.523234133,0.817925120,4.526346733,0.664272114,0.536903964,-0.427933049,0.295550330,generic-solve-83deec68b4bb
140,5.791667,generic_sequence_executor,1.024055063877336,0.516698583,0.817729042,4.540306471,0.649388856,0.528412557,-0.448541325,0.312865727,generic-solve-83deec68b4bb
141,5.833333,generic_sequence_executor,1.0587687948562285,0.503982620,0.815351831,4.579675198,0.633777054,0.521884191,-0.466316575,0.329412186,generic-solve-83deec68b4bb
142,5.875,generic_sequence_executor,1.0587687948562285,0.490066576,0.813414998,4.615893434,0.619858689,0.517227753,-0.480042184,0.343234846,generic-solve-83deec68b4bb
143,5.916667,generic_sequence_executor,1.0587687948562285,0.476633566,0.814948252,4.635745451,0.609414589,0.514954410,-0.488805420,0.352852768,generic-solve-83deec68b4bb
144,5.958333,generic_sequence_executor,1.024055063877336,0.461777887,0.822724410,4.649047339,0.602259546,0.517026585,-0.491305502,0.358588697,generic-solve-83deec68b4bb
145,6.0,generic_sequence_executor,0.9893413328984435,0.442459699,0.831666144,4.682894347,0.596944753,0.525322210,-0.486342608,0.362166267,generic-solve-83deec68b4bb
146,6.041667,generic_sequence_executor,0.9199138709406576,0.418190968,0.833733060,4.736659732,0.592419539,0.539302993,-0.474542437,0.364692813,generic-solve-83deec68b4bb
147,6.083333,generic_sequence_executor,0.885200139961765,0.392039808,0.830450500,4.774770980,0.588310086,0.556589453,-0.458271073,0.366178983,generic-solve-83deec68b4bb
148,6.125,generic_sequence_executor,0.8504864089828725,0.366751933,0.826982557,4.783889922,0.584576636,0.575052805,-0.439750556,0.366338473,generic-solve-83deec68b4bb
149,6.166667,generic_sequence_executor,0.8157726780039796,0.342341891,0.824489996,4.781345516,0.582171819,0.593039076,-0.420417117,0.364184124,generic-solve-83deec68b4bb
150,6.208333,generic_sequence_executor,0.7463452160461941,0.319115745,0.823171295,4.779925436,0.582991343,0.609323065,-0.400935586,0.357906624,generic-solve-83deec68b4bb
151,6.25,generic_sequence_executor,0.7116314850673016,0.299393170,0.822836583,4.781731373,0.588369535,0.623922241,-0.380548053,0.346013738,generic-solve-83deec68b4bb
152,6.291667,generic_sequence_executor,0.6074902921306231,0.279322731,0.822712145,4.785281318,0.598224892,0.637883414,-0.357360397,0.327910468,generic-solve-83deec68b4bb
153,6.333333,generic_sequence_executor,0.5033490991939447,0.246977054,0.822809219,4.786309722,0.611237192,0.652083323,-0.329874645,0.303906489,generic-solve-83deec68b4bb
154,6.375,generic_sequence_executor,0.39920790625726665,0.202807029,0.822948254,4.786143013,0.625278099,0.666541176,-0.298231051,0.275333253,generic-solve-83deec68b4bb
155,6.416667,generic_sequence_executor,0.29506671332058865,0.161579637,0.822187895,4.793564169,0.638349076,0.680549448,-0.264137562,0.244119344,generic-solve-83deec68b4bb
156,6.458333,generic_sequence_executor,0.1909255203839102,0.127145329,0.820111061,4.812358706,0.649475915,0.693186583,-0.229589026,0.212043100,generic-solve-83deec68b4bb
157,6.5,generic_sequence_executor,0.08678432744723175,0.095782561,0.817596101,4.835081633,0.658615119,0.703758291,-0.195875686,0.180507919,generic-solve-83deec68b4bb
158,6.541667,generic_sequence_executor,0.017356865489446704,0.070852573,0.816187567,4.847969354,0.666080124,0.711918960,-0.163772196,0.150623143,generic-solve-83deec68b4bb
159,6.583333,generic_sequence_executor,0.017356865489446704,0.053310071,0.816978178,4.840253505,0.672286747,0.717547062,-0.134052330,0.123234397,generic-solve-83deec68b4bb
160,6.625,generic_sequence_executor,0.017356865489446704,0.034133906,0.819691312,4.815363264,0.677529072,0.720814241,-0.107628680,0.098981083,generic-solve-83deec68b4bb
161,6.666667,generic_sequence_executor,0.12149805842612471,0.001866167,0.821918935,4.796211197,0.681465728,0.722619363,-0.085344263,0.078371382,generic-solve-83deec68b4bb
162,6.708333,generic_sequence_executor,0.1909255203839102,-0.044901672,0.820818398,4.807982853,0.683275783,0.724396717,-0.067560331,0.061799698,generic-solve-83deec68b4bb
163,6.75,generic_sequence_executor,0.12149805842612471,-0.097324281,0.816780520,4.850241989,0.682831981,0.726896867,-0.054061594,0.049383958,generic-solve-83deec68b4bb
