frame,motion_regime,sequence_se3_optimizer_enabled,visual_residual_enabled,contact_anchor_residual_enabled,depth_residual_enabled,geometry_residual_enabled,velocity_residual_enabled,acceleration_residual_enabled,static_freeze_residual_enabled,boundary_freeze_interpolation_enabled,static_tail_freeze_enabled,trust_weight,smooth_weight,accel_weight,feedback_reoptimized,feedback_reweight_reason,visual_prior_reason,overlay_prior_reason,pose_lock_reason,vlm_pose_refine_disabled,vlm_gate_optimizer_mode,decision_source
11,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.775300,3.795000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
12,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.392500,3.320625,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
13,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,3.320625,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
14,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.392500,3.320625,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
15,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.392500,3.320625,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
16,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
17,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
18,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
19,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
20,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
21,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
22,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
23,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
24,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
25,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
26,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
27,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
28,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
29,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
30,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
31,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
32,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
33,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
34,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
35,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
36,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
37,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
38,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
39,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,3.320625,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
40,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.392500,3.795000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
41,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.775300,3.800000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
42,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.775300,3.795000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
43,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.392500,3.320625,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
44,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
45,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
46,sustained_grasp,1,1,0,1,1,1,1,1,1,1,0.200000,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,1,lower_trust_propagate,generic_sequence_se3_mainline
47,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
48,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
49,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.197937,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
50,short_impact,1,1,1,1,1,1,1,1,1,1,0.456970,1.406790,2.197938,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
51,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,1.406790,1.549625,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
52,short_impact,1,1,1,1,1,1,1,1,1,1,0.456970,1.406790,2.197938,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
53,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,1.406790,1.438937,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
54,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,1.272810,1.328250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
55,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,0.535920,0.569250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
56,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,0.535920,0.569250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
57,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,0.535920,0.569250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
58,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,0.535920,0.932937,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
59,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.052700,0.932937,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
60,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,1.052700,1.233375,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
61,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,0.957000,1.170125,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
62,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
63,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
64,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.076690,2.466750,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
65,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.172390,2.466750,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
66,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
67,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,2.466750,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
68,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.172390,2.530000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
69,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.172390,2.530000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
70,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.660312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
71,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.660312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
72,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
73,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
74,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
75,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
76,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
77,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
78,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
79,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
80,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
81,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.170125,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
82,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,0.957000,1.233375,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
83,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.052700,0.932937,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
84,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,1.052700,0.932937,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
85,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,0.535920,0.648313,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
86,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.545825,0.631620,1.407312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
87,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,1.368510,2.166313,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
88,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
89,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.387687,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
90,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.693890,1.929125,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
91,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
92,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
93,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
94,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
95,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.660312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
96,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.660312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
97,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.660312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
98,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.660312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
99,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
100,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
101,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
102,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.929125,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
103,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,1.693890,2.387687,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
104,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.387687,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
105,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.693890,1.929125,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
106,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
107,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
108,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
109,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.076690,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
110,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.076690,2.466750,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
111,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
112,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,2.530000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
113,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.172390,3.399687,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
114,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.775300,3.399687,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
115,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.172390,2.530000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
116,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.660312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
117,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
118,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
119,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
120,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.533812,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
121,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
122,free_motion,1,1,0,1,1,1,1,1,1,1,0.200000,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,1,lower_trust_propagate,generic_sequence_se3_mainline
123,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
124,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.076690,2.862062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
125,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.392500,2.561625,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
126,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,1.272810,1.628687,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
127,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,0.957000,2.103063,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
128,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.076690,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
129,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.076690,2.466750,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
130,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,1.233375,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
131,high_speed,1,1,1,1,1,1,1,1,1,1,0.495050,1.052700,1.233375,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
132,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,0.957000,1.233375,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
133,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,2.466750,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
134,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.172390,2.530000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
135,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.172390,2.530000,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
136,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.660312,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
137,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.569480,1.597062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
138,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.473780,2.466750,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
139,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.076690,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
140,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.076690,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
141,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
142,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
143,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.076690,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
144,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.076690,2.862062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
145,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,1.693890,2.387687,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
146,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.846250,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
147,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.558518,2.009700,2.387687,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
148,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.693890,2.862062,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
149,static_hold,1,1,1,1,1,1,1,1,1,1,0.507744,2.076690,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
150,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,2.076690,2.403500,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
151,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
152,free_motion,1,1,1,1,1,1,1,1,1,1,0.444276,1.378080,1.470562,1,stage_audit_residual_reweight:llm+machine+vlm,,,,0,,generic_sequence_se3_mainline
