frame,motion_regime,sequence_se3_optimizer_enabled,visual_residual_enabled,contact_anchor_residual_enabled,depth_residual_enabled,geometry_residual_enabled,velocity_residual_enabled,acceleration_residual_enabled,static_freeze_residual_enabled,boundary_freeze_interpolation_enabled,static_tail_freeze_enabled,trust_weight,smooth_weight,accel_weight,feedback_reoptimized,feedback_reweight_reason,visual_prior_reason,overlay_prior_reason,pose_lock_reason,vlm_pose_refine_disabled,vlm_gate_optimizer_mode,decision_source
63,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
64,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.716000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
65,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.645750,1.716000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
66,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
67,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.716000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
68,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.645750,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
69,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.645750,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
70,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
71,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
72,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
73,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
74,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
75,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
76,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
77,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
78,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
79,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
80,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
81,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,0.814000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
82,high_speed,1,1,1,1,1,1,1,1,1,1,0.639600,0.725000,0.858000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
83,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,0.797500,0.649000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
84,high_speed,1,1,1,1,1,1,1,1,1,1,0.639600,0.797500,0.649000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
85,high_speed,1,1,1,1,1,1,1,1,1,1,0.639600,0.406000,0.451000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
86,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,0.478500,0.979000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
87,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.036750,1.507000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
88,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
89,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.661000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
90,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.283250,1.342000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
91,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
92,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
93,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
94,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
95,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
96,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
97,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
98,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
99,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
100,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
101,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
102,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.342000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
103,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.283250,1.661000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
104,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.661000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
105,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.283250,1.342000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
106,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
107,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
108,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
109,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
110,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.573250,1.716000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
111,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
112,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
113,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.645750,2.365000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
114,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,2.102500,2.365000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
115,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.645750,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
116,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
117,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
118,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
119,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
120,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
121,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
122,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
123,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
124,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.991000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
125,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.812500,1.782000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
126,high_speed,1,1,1,1,1,1,1,1,1,1,0.639600,0.964250,1.133000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
127,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,0.725000,1.463000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
128,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
129,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.573250,1.716000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
130,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,0.858000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
131,high_speed,1,1,1,1,1,1,1,1,1,1,0.639600,0.797500,0.858000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
132,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,0.725000,0.858000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
133,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.716000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
134,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.645750,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
135,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.645750,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
136,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
137,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
138,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.716000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
139,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
140,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.573250,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
141,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
142,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
143,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
144,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.573250,1.991000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
145,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.283250,1.661000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
146,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
147,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.661000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
148,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.283250,1.991000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
149,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
150,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.573250,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
151,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
152,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
153,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
154,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.716000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
155,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.645750,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
156,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
157,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.645750,2.365000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
158,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,2.102500,2.365000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
159,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.645750,1.760000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
160,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.111000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
161,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
162,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.023000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
163,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
164,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.573250,1.672000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
165,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.573250,1.518000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
166,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,0.797500,0.869000,1,stage_audit_residual_reweight:machine,,,,0,,generic_sequence_se3_mainline
